Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-12","23:00",93.35,"81.27",684.2,-165.6,3306.3,165.6
"2025-10-12","23:30",92,"80.10",632.8,-92.8,3160,92.8
"2025-10-13","00:00",89.09,"77.56",598.6,-124.2,3179.9,124.2
"2025-10-13","00:30",88.49,"77.04",569.9,-75.4,3117.5,75.4
"2025-10-13","01:00",90.9,"79.14",603.3,39.4,3257.4,-39.4
"2025-10-13","01:30",89,"77.49",594.9,46.8,3224.6,-46.8
"2025-10-13","02:00",92,"80.10",609.4,40.2,3278.7,-40.2
"2025-10-13","02:30",89.7,"78.10",649.8,80.9,3259,-80.9
"2025-10-13","03:00",89.55,"77.96",644.3,65.6,3248,-65.6
"2025-10-13","03:30",88.85,"77.36",666.8,94.7,3220.5,-94.7
"2025-10-13","04:00",90,"78.36",607.8,20.2,3211.4,-20.2
"2025-10-13","04:30",89.59,"78.00",625,38.6,3217.4,-38.6
"2025-10-13","05:00",96.12,"83.68",588.5,0.8,3223.3,-0.8
"2025-10-13","05:30",96.87,"84.34",620.3,-90.8,3400.8,90.8
"2025-10-13","06:00",114.71,"99.87",726.3,50.4,3224.7,-50.4
"2025-10-13","06:30",120.6,"105.00",745,-113.4,3506.5,113.4
"2025-10-13","07:00",135.53,"118.00",995.7,117.5,3745.6,-117.5
"2025-10-13","07:30",150,"130.59",1071.3,99.3,3958,-99.3
"2025-10-13","08:00",160.66,"139.87",1259,202.4,4152.8,-202.4
"2025-10-13","08:30",170.68,"148.60",1217.7,109.5,4177.4,-109.5
"2025-10-13","09:00",155.72,"135.57",1206.1,65.8,4217.3,-65.8
"2025-10-13","09:30",155.72,"135.57",1217,72.8,4290.6,-72.8
"2025-10-13","10:00",146.81,"127.82",1165.7,-2.3,4270.7,2.3
"2025-10-13","10:30",130.6,"113.70",1199.9,37,4318,-37
"2025-10-13","11:00",120,"104.48",1136.2,-39.7,4325.2,39.7
"2025-10-13","11:30",116.81,"101.70",1120.9,-15.5,4305.8,15.5
"2025-10-13","12:00",115,"100.12",1101.8,-40.4,4292.5,40.4
"2025-10-13","12:30",115,"100.12",1076.3,-35.3,4281.5,35.3
"2025-10-13","13:00",114.52,"99.70",1055.8,-16.4,4243.8,16.4
"2025-10-13","13:30",113.18,"98.54",1046.2,-20.4,4209.6,20.4
"2025-10-13","14:00",115.03,"100.15",1027.4,-39.5,4205.6,39.5
"2025-10-13","14:30",116,"100.99",1017,-32.8,4191,32.8
"2025-10-13","15:00",126.21,"109.88",1018.1,26.1,4123.3,-26.1
"2025-10-13","15:30",132,"114.92",1022.1,29.1,4119.3,-29.1
"2025-10-13","16:00",154.49,"134.50",1048.5,7.6,4068.6,-7.6
"2025-10-13","16:30",172.63,"150.30",1055.6,-28.8,4111.1,28.8
"2025-10-13","17:00",227.82,"198.35",1041.9,54.8,4093.7,-54.8
"2025-10-13","17:30",234.48,"204.14",990.2,-23.2,4182.2,23.2
"2025-10-13","18:00",256.99,"223.74",1020.2,-85.3,4188.4,85.3
"2025-10-13","18:30",256.37,"223.20",1023.3,-59.7,4189.6,59.7
"2025-10-13","19:00",185.61,"161.60",1165.3,-126.5,4310.4,126.5
"2025-10-13","19:30",181.44,"157.97",1046.3,-10.1,4173.2,10.1
"2025-10-13","20:00",148.17,"129.00",1065.4,53.4,4083,-53.4
"2025-10-13","20:30",137.04,"119.31",1026.1,60.6,4020.2,-60.6
"2025-10-13","21:00",116.81,"101.70",949.3,-92.8,3933.9,92.8
"2025-10-13","21:30",111.12,"96.74",882.2,-56.5,3794,56.5
"2025-10-13","22:00",103,"89.67",874.5,-228.3,3829.6,228.3
"2025-10-13","22:30",99.26,"86.42",778.6,-166.5,3636.2,166.5
