Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-26","23:00",0,"0.00",950.2,-199.9,3484.1,199.9
"2025-10-26","23:30",0,"0.00",856.7,-157.9,3360.4,157.9
"2025-10-27","00:00",0,"0.00",799.8,10.6,3543.9,-10.6
"2025-10-27","00:30",0,"0.00",781.5,13,3479.5,-13
"2025-10-27","01:00",0,"0.00",714.8,-2.2,3249.5,2.2
"2025-10-27","01:30",0,"0.00",715.8,11.6,3204,-11.6
"2025-10-27","02:00",0,"0.00",734.5,62.5,3205.2,-62.5
"2025-10-27","02:30",0,"0.00",726,64,3178.6,-64
"2025-10-27","03:00",0,"0.00",738.1,87.5,3063.9,-87.5
"2025-10-27","03:30",0,"0.00",703.5,59.2,3040.2,-59.2
"2025-10-27","04:00",0,"0.00",694.2,56.5,2994.9,-56.5
"2025-10-27","04:30",0,"0.00",774.2,16.7,3024.6,-16.7
"2025-10-27","05:00",13.77,"12.00",926.1,64.7,3179.4,-64.7
"2025-10-27","05:30",21.68,"18.90",843.2,-14.9,2970.2,14.9
"2025-10-27","06:00",72.3,"63.03",969.4,95,3065.6,-95
"2025-10-27","06:30",76.59,"66.77",897.3,-116.8,3180,116.8
"2025-10-27","07:00",96.36,"84.00",1031.2,-212.2,3305.8,212.2
"2025-10-27","07:30",99.44,"86.69",1100.2,-389.3,3581.8,389.3
"2025-10-27","08:00",109.05,"95.07",1119.1,-274.6,3712.5,274.6
"2025-10-27","08:30",119.47,"104.15",1175.9,-305.7,3844.1,305.7
"2025-10-27","09:00",115,"100.25",1186.8,-288.4,3894.8,288.4
"2025-10-27","09:30",142.7,"124.40",1211.8,-329.8,3952.8,329.8
"2025-10-27","10:00",148.2,"129.20",1204,-246.9,3908.5,246.9
"2025-10-27","10:30",162.6,"141.75",1208.8,-334.6,3979,334.6
"2025-10-27","11:00",146.4,"127.63",1215,-247,3971.4,247
"2025-10-27","11:30",148,"129.02",1208.9,-261.7,4000.5,261.7
"2025-10-27","12:00",149.7,"130.50",1199.9,-354,4066.5,354
"2025-10-27","12:30",145.4,"126.75",1195.1,-370.9,4117.3,370.9
"2025-10-27","13:00",139.5,"121.61",1181.7,-331.1,4089.6,331.1
"2025-10-27","13:30",114.03,"99.41",1170.8,-400,4138.2,400
"2025-10-27","14:00",100.89,"87.95",1155.3,-541.6,4171.1,541.6
"2025-10-27","14:30",98.9,"86.22",1123.9,-525.4,4141.5,525.4
"2025-10-27","15:00",100.04,"87.21",1124.5,-521.9,4121.9,521.9
"2025-10-27","15:30",99.96,"87.14",1128,-620.4,4233.3,620.4
"2025-10-27","16:00",113.45,"98.90",1173.5,-644.9,4284.4,644.9
"2025-10-27","16:30",113.56,"99.00",1192.4,-657.8,4322.5,657.8
"2025-10-27","17:00",126.03,"109.87",1357.7,-834.4,4650.7,834.4
"2025-10-27","17:30",126.41,"110.20",1364.6,-794.2,4699.7,794.2
"2025-10-27","18:00",122.63,"106.90",1386.4,-806.6,4773.3,806.6
"2025-10-27","18:30",116,"101.12",1380.1,-679.4,4777.4,679.4
"2025-10-27","19:00",102.02,"88.94",1409,-735.3,4741.6,735.3
"2025-10-27","19:30",92.95,"81.03",1437.9,-666.3,4766.9,666.3
"2025-10-27","20:00",86.45,"75.36",1344.3,-561.5,4337.6,561.5
"2025-10-27","20:30",81.23,"70.81",1311,-430.9,4278.1,430.9
"2025-10-27","21:00",80.18,"69.90",1405.2,-526.3,4245.6,526.3
"2025-10-27","21:30",75.7,"65.99",1297.8,-373.2,4188,373.2
"2025-10-27","22:00",72.28,"63.01",1275.5,-416.1,3970.9,416.1
"2025-10-27","22:30",61,"53.18",1199.8,-288.9,3971.2,288.9
