Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-08","23:00",96.9,"83.95",737.1,-26.1,3395.4,26.1
"2025-10-08","23:30",93.79,"81.25",705.6,23.6,3330.3,-23.6
"2025-10-09","00:00",94.13,"81.55",707,42.2,3469,-42.2
"2025-10-09","00:30",92,"79.70",700,87.5,3396,-87.5
"2025-10-09","01:00",89.34,"77.40",667.2,-19.6,3354.3,19.6
"2025-10-09","01:30",87.73,"76.00",682.9,95.6,3280.7,-95.6
"2025-10-09","02:00",87,"75.37",665.7,17.3,3347.7,-17.3
"2025-10-09","02:30",87,"75.37",697.6,92.9,3330.9,-92.9
"2025-10-09","03:00",86.72,"75.13",715.9,115.8,3325,-115.8
"2025-10-09","03:30",86.5,"74.94",738.5,109.3,3290.8,-109.3
"2025-10-09","04:00",84.62,"73.31",650.8,25.7,3055.8,-25.7
"2025-10-09","04:30",84.62,"73.31",655.9,66.3,3030.7,-66.3
"2025-10-09","05:00",90.62,"78.51",700.7,-123.7,3279.6,123.7
"2025-10-09","05:30",91.19,"79.00",738.5,-188.8,3374.9,188.8
"2025-10-09","06:00",109.2,"94.60",720.6,-166.3,3693.7,166.3
"2025-10-09","06:30",115,"99.63",793,-153.7,3703.7,153.7
"2025-10-09","07:00",137,"118.69",818.1,-84.3,3864.2,84.3
"2025-10-09","07:30",144.76,"125.41",961.6,-54.6,3967.4,54.6
"2025-10-09","08:00",143.13,"124.00",1050.4,-14.7,4104.9,14.7
"2025-10-09","08:30",150,"129.95",1068.9,-76.3,4203.2,76.3
"2025-10-09","09:00",139.32,"120.70",1086.4,-8.8,4203.7,8.8
"2025-10-09","09:30",123.65,"107.12",1071.7,-8.2,4199.6,8.2
"2025-10-09","10:00",117.85,"102.10",1086.1,-109,4347.9,109
"2025-10-09","10:30",105.6,"91.48",1087.7,-85.8,4329.4,85.8
"2025-10-09","11:00",99,"85.77",1081.1,-76.5,4320.2,76.5
"2025-10-09","11:30",95.69,"82.90",1052.8,-42.4,4219,42.4
"2025-10-09","12:00",90.73,"78.60",1114.9,63.1,4153.9,-63.1
"2025-10-09","12:30",92,"79.70",1035.9,-3.6,4167.9,3.6
"2025-10-09","13:00",92.58,"80.20",1093.4,94.1,4350.2,-94.1
"2025-10-09","13:30",92.13,"79.81",1101.9,100.2,4320.5,-100.2
"2025-10-09","14:00",94.12,"81.54",962.1,-18.5,4126.2,18.5
"2025-10-09","14:30",93,"80.57",964.2,-32.7,4069.1,32.7
"2025-10-09","15:00",100.44,"87.01",925.9,-2.5,4039.5,2.5
"2025-10-09","15:30",104,"90.10",926.5,-88,4101.5,88
"2025-10-09","16:00",106.3,"92.09",975,1.5,4049.7,-1.5
"2025-10-09","16:30",126,"109.16",965.1,-24.3,4063.9,24.3
"2025-10-09","17:00",145,"125.62",1031.9,87.3,4129.6,-87.3
"2025-10-09","17:30",165,"142.94",944.6,-15.8,4165.9,15.8
"2025-10-09","18:00",170.68,"147.86",1088.8,123.2,4153.8,-123.2
"2025-10-09","18:30",188,"162.87",988,20.1,4144.8,-20.1
"2025-10-09","19:00",179.38,"155.40",1074.4,104.6,4212.4,-104.6
"2025-10-09","19:30",178.75,"154.86",1090.4,133.3,4154.1,-133.3
"2025-10-09","20:00",185,"160.27",984,61.2,4019.7,-61.2
"2025-10-09","20:30",156.65,"135.71",1063.6,166.6,3988.6,-166.6
"2025-10-09","21:00",170,"147.28",904.4,61.2,3866.6,-61.2
"2025-10-09","21:30",131,"113.49",971.7,159.3,3800.1,-159.3
"2025-10-09","22:00",114,"98.76",776.3,-4.5,3604.5,4.5
"2025-10-09","22:30",102.96,"89.20",831.7,95.3,3494.1,-95.3
