Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-12-12","23:00",96,"84.18",1079.6,343.6,4124.6,-343.6
"2025-12-12","23:30",91.61,"80.33",997.3,292.2,3982.8,-292.2
"2025-12-13","00:00",94.57,"82.93",922.4,239.2,3851.7,-239.2
"2025-12-13","00:30",93.06,"81.60",901.2,218.9,3749.1,-218.9
"2025-12-13","01:00",91.65,"80.37",957.8,261.4,3638.2,-261.4
"2025-12-13","01:30",89.64,"78.60",947.9,256.4,3581.6,-256.4
"2025-12-13","02:00",85.83,"75.26",932.4,267.8,3622,-267.8
"2025-12-13","02:30",85.54,"75.01",942.2,268.6,3657.6,-268.6
"2025-12-13","03:00",80.6,"70.68",845.4,182.4,3546.7,-182.4
"2025-12-13","03:30",80.41,"70.51",790.7,112.6,3498.7,-112.6
"2025-12-13","04:00",75.53,"66.23",816.6,87.1,3533.1,-87.1
"2025-12-13","04:30",74.42,"65.26",804.3,63.5,3551.4,-63.5
"2025-12-13","05:00",74.76,"65.56",869.1,93,3578.7,-93
"2025-12-13","05:30",74.05,"64.93",882.2,116.3,3700.6,-116.3
"2025-12-13","06:00",77,"67.52",875.3,53.3,3889,-53.3
"2025-12-13","06:30",78.05,"68.44",869.8,-5.7,3878.6,5.7
"2025-12-13","07:00",83.25,"73.00",1004.2,-77.8,4089.2,77.8
"2025-12-13","07:30",84.68,"74.25",1034.9,-95.8,4215.9,95.8
"2025-12-13","08:00",91,"79.80",1146.9,-101.3,4352.4,101.3
"2025-12-13","08:30",92.56,"81.16",1154.8,-87.7,4396.8,87.7
"2025-12-13","09:00",93,"81.55",1185.3,-112.5,4567.8,112.5
"2025-12-13","09:30",92.4,"81.02",1109.4,-17.6,4600.6,17.6
"2025-12-13","10:00",83.91,"73.58",1113.9,-18.3,4589.2,18.3
"2025-12-13","10:30",81.43,"71.40",1102.3,0.1,4771,-0.1
"2025-12-13","11:00",74,"64.89",1091.6,-20.1,4723.3,20.1
"2025-12-13","11:30",74,"64.89",1088.2,1.9,4707.9,-1.9
"2025-12-13","12:00",73.84,"64.75",1136.3,76.7,4745.5,-76.7
"2025-12-13","12:30",74,"64.89",1134.1,62.5,4736.7,-62.5
"2025-12-13","13:00",74.13,"65.00",1117.8,-58.5,4798.6,58.5
"2025-12-13","13:30",74,"64.89",1084.9,-38.5,4724,38.5
"2025-12-13","14:00",77.57,"68.02",1070.4,-23.9,4750.2,23.9
"2025-12-13","14:30",78.12,"68.50",1088.2,-44.7,4596.3,44.7
"2025-12-13","15:00",83.1,"72.87",1087.7,-41.2,4714.4,41.2
"2025-12-13","15:30",85.22,"74.73",1176.5,-149.9,4710.7,149.9
"2025-12-13","16:00",93.4,"81.90",1197.9,-104.8,4873.3,104.8
"2025-12-13","16:30",95.63,"83.86",1223.4,83.5,4890.5,-83.5
"2025-12-13","17:00",98.82,"86.65",1135.6,34.5,4988.9,-34.5
"2025-12-13","17:30",98.89,"86.72",1182.2,74.7,5012.5,-74.7
"2025-12-13","18:00",96.04,"84.22",1183.9,77.5,4869,-77.5
"2025-12-13","18:30",95.29,"83.56",1110.4,16.4,4868.2,-16.4
"2025-12-13","19:00",87.81,"77.00",1118.8,-10.7,4697.4,10.7
"2025-12-13","19:30",86.29,"75.67",1069.4,5.2,4681.6,-5.2
"2025-12-13","20:00",81,"71.03",1065.1,24.4,4403.3,-24.4
"2025-12-13","20:30",78.2,"68.57",1023.6,-2,4528.1,2
"2025-12-13","21:00",74,"64.89",1031.7,38.4,4398.6,-38.4
"2025-12-13","21:30",70.7,"62.00",1019.2,3.7,4459,-3.7
"2025-12-13","22:00",66.14,"58.00",999.7,3.9,4165.2,-3.9
"2025-12-13","22:30",62.97,"55.22",994.7,-30.2,4250.5,30.2
