Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-12-30","23:00",105.64,"92.00",946,148.6,3948.8,-148.6
"2025-12-30","23:30",101,"87.96",895.5,158.9,3863.9,-158.9
"2025-12-31","00:00",110.23,"96.00",985,284.3,3676.3,-284.3
"2025-12-31","00:30",107.94,"94.01",939.4,220.6,3576.2,-220.6
"2025-12-31","01:00",109.01,"94.94",985.6,212,3590.3,-212
"2025-12-31","01:30",106.1,"92.41",987.1,240.1,3540,-240.1
"2025-12-31","02:00",105.4,"91.80",957.2,258.5,3614.3,-258.5
"2025-12-31","02:30",105.04,"91.48",965.7,272.8,3599.7,-272.8
"2025-12-31","03:00",105.01,"91.46",979.6,291,3613.5,-291
"2025-12-31","03:30",105.01,"91.46",987,324.7,3623.3,-324.7
"2025-12-31","04:00",105.01,"91.46",997.9,290.5,3567.9,-290.5
"2025-12-31","04:30",105.01,"91.46",1000.8,297.9,3564.5,-297.9
"2025-12-31","05:00",102,"88.83",1039.9,333,3570.7,-333
"2025-12-31","05:30",97,"84.48",985.8,279.2,3444,-279.2
"2025-12-31","06:00",96.01,"83.62",858.6,84.2,3413.5,-84.2
"2025-12-31","06:30",99,"86.22",872.9,43,3488.9,-43
"2025-12-31","07:00",114.82,"100.00",992.8,74,3618.5,-74
"2025-12-31","07:30",133,"115.83",1032,14.3,3682.2,-14.3
"2025-12-31","08:00",125,"108.87",1040.1,25.5,3795.1,-25.5
"2025-12-31","08:30",145.22,"126.48",1076.3,10.5,3867,-10.5
"2025-12-31","09:00",154.63,"134.67",1095.1,0.8,4068,-0.8
"2025-12-31","09:30",168.8,"147.01",1128,-7.6,4227.7,7.6
"2025-12-31","10:00",168.3,"146.58",1155.9,-14.5,4308.6,14.5
"2025-12-31","10:30",170,"148.06",1155.1,-2.5,4377.5,2.5
"2025-12-31","11:00",165,"143.70",1194.4,5.5,4407.9,-5.5
"2025-12-31","11:30",162.24,"141.30",1205,43.5,4436.9,-43.5
"2025-12-31","12:00",162.59,"141.60",1262.6,87.1,4474,-87.1
"2025-12-31","12:30",165,"143.70",1280.9,96.7,4523.3,-96.7
"2025-12-31","13:00",165,"143.70",1305.9,139.2,4503.7,-139.2
"2025-12-31","13:30",161.68,"140.81",1322,172.6,4487.5,-172.6
"2025-12-31","14:00",160.01,"139.36",1318,193.4,4459.3,-193.4
"2025-12-31","14:30",160,"139.35",1329.3,200.7,4424.4,-200.7
"2025-12-31","15:00",155.47,"135.40",1330.6,206.7,4381.2,-206.7
"2025-12-31","15:30",164.31,"143.10",1355.4,222.4,4448.4,-222.4
"2025-12-31","16:00",166.72,"145.20",1397.1,217,4534.9,-217
"2025-12-31","16:30",179.5,"156.33",1432.9,224,4729.7,-224
"2025-12-31","17:00",187.62,"163.40",1473.9,266.9,4852.8,-266.9
"2025-12-31","17:30",183.71,"160.00",1487.2,309.2,4862.4,-309.2
"2025-12-31","18:00",170,"148.06",1507.1,355.2,4731.7,-355.2
"2025-12-31","18:30",152.8,"133.08",1489.3,379.8,4608,-379.8
"2025-12-31","19:00",148.22,"129.09",1470,355.6,4501.5,-355.6
"2025-12-31","19:30",115,"100.16",1417.8,334.7,4389.2,-334.7
"2025-12-31","20:00",105.36,"91.76",1297.6,219.8,4321.4,-219.8
"2025-12-31","20:30",99.6,"86.74",1254,239.1,4224.1,-239.1
"2025-12-31","21:00",99,"86.22",1283.3,233.9,4129.9,-233.9
"2025-12-31","21:30",94.14,"81.99",1212.8,206.9,3974.4,-206.9
"2025-12-31","22:00",94.15,"82.00",1370.1,439,3847.5,-439
"2025-12-31","22:30",86.41,"75.26",1234.4,371,3725.3,-371
