Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-06","23:00",80.54,"69.93",948.2,-44.2,3770.6,44.2
"2025-10-06","23:30",73.83,"64.11",928.4,50.4,3654.2,-50.4
"2025-10-07","00:00",74,"64.25",900.5,18.5,3711.2,-18.5
"2025-10-07","00:30",73.83,"64.11",931.7,100.3,3647.7,-100.3
"2025-10-07","01:00",73.83,"64.11",914.1,93,3562,-93
"2025-10-07","01:30",71.83,"62.37",948.3,111.8,3516.3,-111.8
"2025-10-07","02:00",71.41,"62.00",874.9,118.7,3502.4,-118.7
"2025-10-07","02:30",70.71,"61.40",853.7,162.6,3508.8,-162.6
"2025-10-07","03:00",67.18,"58.33",862.2,44.5,3344.1,-44.5
"2025-10-07","03:30",69.1,"60.00",824,47.5,3315,-47.5
"2025-10-07","04:00",70.66,"61.35",837,54.2,3245.7,-54.2
"2025-10-07","04:30",73.14,"63.51",801.8,28.6,3171.7,-28.6
"2025-10-07","05:00",77.13,"66.97",840.2,-14.9,3358.2,14.9
"2025-10-07","05:30",82.81,"71.90",845.1,-150.9,3438.8,150.9
"2025-10-07","06:00",91.44,"79.40",940.2,-226.3,3827.7,226.3
"2025-10-07","06:30",99.96,"86.79",1011.6,-385.8,3996.6,385.8
"2025-10-07","07:00",105.43,"91.54",1077.2,-407.5,4453.3,407.5
"2025-10-07","07:30",112.69,"97.85",1013,-342.1,4462.7,342.1
"2025-10-07","08:00",112,"97.25",1079.2,-287.1,4412.7,287.1
"2025-10-07","08:30",114.82,"99.70",1114.1,-253.4,4346,253.4
"2025-10-07","09:00",112.11,"97.34",1086.6,-223.2,4318.1,223.2
"2025-10-07","09:30",112.34,"97.54",1092,-232.9,4332.7,232.9
"2025-10-07","10:00",104.8,"91.00",1085.3,-169.6,4248.6,169.6
"2025-10-07","10:30",108,"93.77",1080.5,-191.7,4251.5,191.7
"2025-10-07","11:00",105.42,"91.53",1089.9,-109,4275.4,109
"2025-10-07","11:30",106.35,"92.34",1093.7,-201.2,4276.7,201.2
"2025-10-07","12:00",114.67,"99.57",1073.6,-105.6,4142.2,105.6
"2025-10-07","12:30",124.8,"108.36",1057.4,-159.3,4203.4,159.3
"2025-10-07","13:00",112.75,"97.90",1065.1,-162,4186.9,162
"2025-10-07","13:30",125,"108.54",1035.5,-208.9,4203.9,208.9
"2025-10-07","14:00",131.41,"114.10",994.8,-44.6,4075.5,44.6
"2025-10-07","14:30",155,"134.58",984.7,-65.3,4047.7,65.3
"2025-10-07","15:00",171.2,"148.65",985.9,-9.6,3984.5,9.6
"2025-10-07","15:30",179.39,"155.76",983.7,-73.9,4052.9,73.9
"2025-10-07","16:00",135.1,"117.30",1296.3,303.4,4078.8,-303.4
"2025-10-07","16:30",150,"130.24",1293,295.2,4076.6,-295.2
"2025-10-07","17:00",169,"146.74",1325.5,359.2,4166.9,-359.2
"2025-10-07","17:30",188,"163.24",1264.3,294.3,4186.6,-294.3
"2025-10-07","18:00",185,"160.63",1337.2,330,4209.8,-330
"2025-10-07","18:30",186.8,"162.20",1264.7,253.3,4217.7,-253.3
"2025-10-07","19:00",188,"163.24",1352.6,343.8,4198.3,-343.8
"2025-10-07","19:30",184.96,"160.60",1362.6,358.9,4168.6,-358.9
"2025-10-07","20:00",188.97,"164.08",1350.6,339.4,4067,-339.4
"2025-10-07","20:30",171.85,"149.21",1397.9,443,4009.9,-443
"2025-10-07","21:00",155,"134.58",1270.6,384.8,3894.9,-384.8
"2025-10-07","21:30",117.47,"102.00",1181.1,319.6,3795.1,-319.6
"2025-10-07","22:00",111.2,"96.55",950.6,162,3629.4,-162
"2025-10-07","22:30",103.65,"90.00",915.8,165.7,3523.1,-165.7
