Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-12-08","23:00",91,"79.59",1020.8,275.4,4093.3,-275.4
"2025-12-08","23:30",83.13,"72.71",941.9,233.8,3941.2,-233.8
"2025-12-09","00:00",79.85,"69.84",825.4,159.4,3838.8,-159.4
"2025-12-09","00:30",76.9,"67.26",775.9,122.9,3799,-122.9
"2025-12-09","01:00",72.8,"63.68",758.2,55.2,3789.7,-55.2
"2025-12-09","01:30",71,"62.10",726.4,-10.3,3705.9,10.3
"2025-12-09","02:00",66.96,"58.57",730.5,59.2,3807.5,-59.2
"2025-12-09","02:30",66.03,"57.75",759.6,40.8,3813.9,-40.8
"2025-12-09","03:00",59.14,"51.73",842.2,106.2,3975,-106.2
"2025-12-09","03:30",57.6,"50.38",852.3,74.4,3986.2,-74.4
"2025-12-09","04:00",54,"47.23",877.4,43.3,4001.3,-43.3
"2025-12-09","04:30",53.51,"46.80",908.7,94.3,4080,-94.3
"2025-12-09","05:00",52.38,"45.81",944.8,26.2,4057.2,-26.2
"2025-12-09","05:30",52.49,"45.91",1009.1,-85.1,3953.5,85.1
"2025-12-09","06:00",72.03,"63.00",1057.4,-110.3,4271.1,110.3
"2025-12-09","06:30",76.85,"67.22",1102.5,-159,4274.8,159
"2025-12-09","07:00",84.38,"73.80",1183.1,-172.9,4600.2,172.9
"2025-12-09","07:30",90.02,"78.74",1095.2,-41,4615.3,41
"2025-12-09","08:00",93,"81.34",1226.6,-159.1,4769.9,159.1
"2025-12-09","08:30",93.64,"81.90",1193.9,-98.1,4797.2,98.1
"2025-12-09","09:00",92.67,"81.05",1278.1,60.4,4821.3,-60.4
"2025-12-09","09:30",92.67,"81.05",1310.9,91.8,4867.6,-91.8
"2025-12-09","10:00",89,"77.84",1349.7,154.2,4833.5,-154.2
"2025-12-09","10:30",88.95,"77.80",1377.8,183.3,4834.1,-183.3
"2025-12-09","11:00",87.46,"76.50",1407,222,4793.9,-222
"2025-12-09","11:30",87.62,"76.64",1408.8,226.7,4795.6,-226.7
"2025-12-09","12:00",88.02,"76.99",1372.2,195.8,4788.2,-195.8
"2025-12-09","12:30",87,"76.10",1337.1,168.1,4781.8,-168.1
"2025-12-09","13:00",89,"77.84",1327.8,170.6,4916,-170.6
"2025-12-09","13:30",89,"77.84",1303.9,157.6,4852.7,-157.6
"2025-12-09","14:00",90.13,"78.83",1296.6,153.6,4888.2,-153.6
"2025-12-09","14:30",90.14,"78.84",1340.4,204.3,4829.6,-204.3
"2025-12-09","15:00",91.96,"80.43",1355.9,205.3,4865.4,-205.3
"2025-12-09","15:30",92.25,"80.69",1369.3,231.9,4906.1,-231.9
"2025-12-09","16:00",96.35,"84.27",1484.6,313.7,5037.2,-313.7
"2025-12-09","16:30",98.02,"85.73",1480.5,301.6,5177.3,-301.6
"2025-12-09","17:00",98.42,"86.08",1527.9,344,5276.2,-344
"2025-12-09","17:30",98.15,"85.85",1535.1,377.6,5310,-377.6
"2025-12-09","18:00",88.03,"77.00",1555.7,411.9,5174.8,-411.9
"2025-12-09","18:30",86.53,"75.68",1514.8,407.3,5084,-407.3
"2025-12-09","19:00",83.95,"73.43",1443.6,357.9,4990.9,-357.9
"2025-12-09","19:30",83.3,"72.86",1442.5,355.4,4926.2,-355.4
"2025-12-09","20:00",79,"69.10",1406.1,386.6,4787.7,-386.6
"2025-12-09","20:30",77.39,"67.69",1372.1,367.9,4741.1,-367.9
"2025-12-09","21:00",71.55,"62.58",1326.4,342.6,4587.3,-342.6
"2025-12-09","21:30",67.93,"59.42",1376.5,450.5,4456.1,-450.5
"2025-12-09","22:00",53.74,"47.00",1249.8,336,4290.1,-336
"2025-12-09","22:30",49.6,"43.38",1162.2,264.6,4113.1,-264.6
