Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-14","23:00",44.15,"39.00",1008.4,122.8,3779.3,-122.8
"2025-11-14","23:30",42.06,"37.15",1009.5,206,3826,-206
"2025-11-15","00:00",43.68,"38.58",970.4,145.4,3736.1,-145.4
"2025-11-15","00:30",41.89,"37.00",956.1,109.8,3660.7,-109.8
"2025-11-15","01:00",40.76,"36.00",974.4,118.2,3604,-118.2
"2025-11-15","01:30",39.62,"35.00",965.8,140,3575.9,-140
"2025-11-15","02:00",39.62,"35.00",956.9,178.6,3576.9,-178.6
"2025-11-15","02:30",39,"34.45",971.5,203.7,3536.1,-203.7
"2025-11-15","03:00",38.49,"34.00",943.1,181.3,3432.8,-181.3
"2025-11-15","03:30",38.06,"33.62",955.8,239.1,3429.9,-239.1
"2025-11-15","04:00",38.6,"34.10",974.6,227.3,3384.4,-227.3
"2025-11-15","04:30",38.58,"34.08",983.7,245.7,3350.8,-245.7
"2025-11-15","05:00",38.68,"34.17",1012.9,285.5,3307.4,-285.5
"2025-11-15","05:30",39.08,"34.52",975.9,267.9,3221,-267.9
"2025-11-15","06:00",56.41,"49.83",1060.3,347.2,3331.5,-347.2
"2025-11-15","06:30",59.41,"52.48",1058.8,328.9,3432.4,-328.9
"2025-11-15","07:00",74,"65.37",1119.5,347.9,3514.8,-347.9
"2025-11-15","07:30",75.46,"66.65",1011.4,200.6,3631.8,-200.6
"2025-11-15","08:00",84.32,"74.48",1117.1,267.8,3764.2,-267.8
"2025-11-15","08:30",86.59,"76.49",1069.6,154.8,3828.3,-154.8
"2025-11-15","09:00",90,"79.50",1217.1,252.4,4042.2,-252.4
"2025-11-15","09:30",91,"80.38",1181.1,158.3,4145.8,-158.3
"2025-11-15","10:00",93.11,"82.25",1230.7,171,4088,-171
"2025-11-15","10:30",94.94,"83.86",1183.8,157.1,4125.3,-157.1
"2025-11-15","11:00",89.44,"79.00",1109.3,55.2,4236.8,-55.2
"2025-11-15","11:30",90.91,"80.30",1021.7,-5.5,4225,5.5
"2025-11-15","12:00",91.28,"80.63",1053.8,38.3,4295.9,-38.3
"2025-11-15","12:30",93.29,"82.40",1019.7,-31.8,4280.3,31.8
"2025-11-15","13:00",95.06,"83.97",1037.4,18.8,4240,-18.8
"2025-11-15","13:30",95.42,"84.29",1039.4,43.8,4216.6,-43.8
"2025-11-15","14:00",97.64,"86.25",1024.5,17.4,4170.1,-17.4
"2025-11-15","14:30",100,"88.33",994.2,22,4199.5,-22
"2025-11-15","15:00",104.1,"91.95",1056.4,56,4174.1,-56
"2025-11-15","15:30",110.95,"98.00",994.8,-28.1,4211.8,28.1
"2025-11-15","16:00",123.48,"109.07",1056.6,32.4,4345.2,-32.4
"2025-11-15","16:30",158.49,"140.00",1078.4,-84.1,4525.2,84.1
"2025-11-15","17:00",174.46,"154.10",1110.6,-12.9,4635.1,12.9
"2025-11-15","17:30",193,"170.48",1127.5,-108.6,4788.9,108.6
"2025-11-15","18:00",181,"159.88",1124.6,10.8,4600.1,-10.8
"2025-11-15","18:30",176.6,"155.99",1117.4,43,4507.3,-43
"2025-11-15","19:00",169.24,"149.49",1032.8,-15.1,4360.2,15.1
"2025-11-15","19:30",145,"128.08",1075,77.9,4269.1,-77.9
"2025-11-15","20:00",152.33,"134.56",970.8,-27.5,4164.8,27.5
"2025-11-15","20:30",131,"115.71",988.7,36.9,4080.4,-36.9
"2025-11-15","21:00",133,"117.48",924.5,-32.6,4021.9,32.6
"2025-11-15","21:30",108.46,"95.80",931.8,44.3,3892.9,-44.3
"2025-11-15","22:00",149.11,"131.71",957.3,104.3,3771.7,-104.3
"2025-11-15","22:30",122,"107.76",956.9,140.9,3697.5,-140.9
