Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-30","23:00",72,"63.09",1079.5,336.8,3971,-336.8
"2025-11-30","23:30",72,"63.09",1057.1,352.9,3869.3,-352.9
"2025-12-01","00:00",70.28,"61.58",1116.8,446.1,3958.9,-446.1
"2025-12-01","00:30",70.28,"61.58",1068,404.4,3876,-404.4
"2025-12-01","01:00",75,"65.72",1064.4,348,3886.9,-348
"2025-12-01","01:30",79.35,"69.53",1009.8,308.7,3826.2,-308.7
"2025-12-01","02:00",78.9,"69.14",1017.6,336.2,3621.8,-336.2
"2025-12-01","02:30",82.62,"72.40",1001.1,322.5,3612.6,-322.5
"2025-12-01","03:00",84.27,"73.84",981.7,306.1,3564,-306.1
"2025-12-01","03:30",84.57,"74.11",952.2,276.2,3449.2,-276.2
"2025-12-01","04:00",84.57,"74.11",911.4,227.5,3415.4,-227.5
"2025-12-01","04:30",95,"83.25",882.4,202.4,3356.2,-202.4
"2025-12-01","05:00",88.1,"77.20",851.4,149.7,3397.4,-149.7
"2025-12-01","05:30",92,"80.62",834.9,94.3,3485,-94.3
"2025-12-01","06:00",108.47,"95.05",838.3,-26.2,3762.9,26.2
"2025-12-01","06:30",137.67,"120.64",922.3,-68.4,3991.4,68.4
"2025-12-01","07:00",238.26,"208.78",1041.6,-88.2,4284.1,88.2
"2025-12-01","07:30",324.92,"284.72",1156.4,-189.3,4677.5,189.3
"2025-12-01","08:00",185.06,"162.16",1382.9,105.6,4656.4,-105.6
"2025-12-01","08:30",195,"170.87",1410.7,82.1,4690.8,-82.1
"2025-12-01","09:00",189.63,"166.17",1380.1,-0.3,4889.1,0.3
"2025-12-01","09:30",189.63,"166.17",1385.6,-7.7,4927.5,7.7
"2025-12-01","10:00",180.01,"157.74",1401.8,32.4,4897,-32.4
"2025-12-01","10:30",179.26,"157.08",1408.9,35,4924.4,-35
"2025-12-01","11:00",192.86,"169.00",1412.9,57.9,4835.8,-57.9
"2025-12-01","11:30",172.75,"151.38",1369.1,17.6,4878.5,-17.6
"2025-12-01","12:00",175.74,"154.00",1336.1,1.5,4855.6,-1.5
"2025-12-01","12:30",166.3,"145.72",1325.5,-5.3,4886.9,5.3
"2025-12-01","13:00",164.82,"144.43",1324,12.8,4850.6,-12.8
"2025-12-01","13:30",144.64,"126.74",1286.3,8.9,4799,-8.9
"2025-12-01","14:00",139.34,"122.10",1326.5,41.6,4806.4,-41.6
"2025-12-01","14:30",135.87,"119.06",1315.5,42.8,4784.6,-42.8
"2025-12-01","15:00",135.3,"118.56",1373.4,91.8,4825.6,-91.8
"2025-12-01","15:30",146.5,"128.37",1367.8,81.1,4875.4,-81.1
"2025-12-01","16:00",173.2,"151.77",1495.1,197.8,5027.7,-197.8
"2025-12-01","16:30",190.5,"166.93",1483.3,136.7,5164.9,-136.7
"2025-12-01","17:00",191,"167.37",1472.8,106.2,5315.4,-106.2
"2025-12-01","17:30",182.67,"160.07",1538.1,202.1,5385.8,-202.1
"2025-12-01","18:00",194.2,"170.17",1529.6,226.9,5229.5,-226.9
"2025-12-01","18:30",172.96,"151.56",1502.7,277.4,5111.6,-277.4
"2025-12-01","19:00",165,"144.58",1194.9,-120.6,5093.9,120.6
"2025-12-01","19:30",149.91,"131.36",1150.1,-109,4971.7,109
"2025-12-01","20:00",123.16,"107.92",1112.6,-149.1,4909.7,149.1
"2025-12-01","20:30",103.1,"90.34",1063.7,-149.1,4806.9,149.1
"2025-12-01","21:00",92.87,"81.38",1048.7,-177.2,4711.2,177.2
"2025-12-01","21:30",89.44,"78.37",1006.6,-107.9,4546.2,107.9
"2025-12-01","22:00",81.68,"71.57",1024,-275.5,4495,275.5
"2025-12-01","22:30",79.16,"69.37",1001.7,-238.9,4317.5,238.9
