Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-31","23:00",170.41,"150.04",1100,378.2,3294.5,-378.2
"2025-10-31","23:30",135,"118.86",1103,413.9,3242.6,-413.9
"2025-11-01","00:00",132,"116.22",976.8,315.8,3245.5,-315.8
"2025-11-01","00:30",106.6,"93.85",1007.8,359.9,3234.2,-359.9
"2025-11-01","01:00",93.8,"82.58",932.8,278.3,3156.9,-278.3
"2025-11-01","01:30",72,"63.39",984.7,344.6,3242.9,-344.6
"2025-11-01","02:00",68.15,"60.00",918.3,278.8,3398.6,-278.8
"2025-11-01","02:30",44.87,"39.51",934.3,301.6,3344.9,-301.6
"2025-11-01","03:00",25,"22.01",829,208.8,3238.8,-208.8
"2025-11-01","03:30",21,"18.49",905.4,286.7,3211.9,-286.7
"2025-11-01","04:00",19,"16.73",856.8,241.7,3076.1,-241.7
"2025-11-01","04:30",18.17,"16.00",930.9,330.5,3072.3,-330.5
"2025-11-01","05:00",24.01,"21.14",903.9,276.6,3011.6,-276.6
"2025-11-01","05:30",27,"23.77",953.5,309.5,3009.1,-309.5
"2025-11-01","06:00",37.65,"33.15",1086.3,428,3073.9,-428
"2025-11-01","06:30",44,"38.74",1061.7,356.9,3146.3,-356.9
"2025-11-01","07:00",57.93,"51.00",1190,472.3,3255.9,-472.3
"2025-11-01","07:30",88,"77.48",1208.6,418.8,3322.8,-418.8
"2025-11-01","08:00",106.28,"93.57",1329.4,500.4,3447,-500.4
"2025-11-01","08:30",112.8,"99.31",1268.2,366.5,3535.2,-366.5
"2025-11-01","09:00",105.59,"92.97",1351.4,417,3707.4,-417
"2025-11-01","09:30",98.51,"86.73",1363.3,413.3,3797.4,-413.3
"2025-11-01","10:00",88,"77.48",1318.7,376.5,3844.4,-376.5
"2025-11-01","10:30",64.97,"57.20",1345.5,404,3963.8,-404
"2025-11-01","11:00",55,"48.42",1235.9,293,3987.9,-293
"2025-11-01","11:30",41,"36.10",1312.6,373.3,4064.2,-373.3
"2025-11-01","12:00",36.51,"32.14",1194.9,259.3,4071.6,-259.3
"2025-11-01","12:30",35,"30.82",1212,267.8,4073.8,-267.9
"2025-11-01","13:00",37.16,"32.72",1208.2,261.5,4063,-261.5
"2025-11-01","13:30",37.16,"32.72",1154.9,231.3,3939.6,-231.3
"2025-11-01","14:00",53.82,"47.39",1091.4,194.1,3897,-194.1
"2025-11-01","14:30",55.9,"49.22",1087.4,200,3860.8,-200
"2025-11-01","15:00",78.73,"69.32",1192.3,270.6,3913.3,-270.6
"2025-11-01","15:30",84.5,"74.40",1097.8,170.6,3883.8,-170.6
"2025-11-01","16:00",96.45,"84.92",1169.9,213,3839,-213
"2025-11-01","16:30",103,"90.68",1098.8,84.9,3876.8,-84.9
"2025-11-01","17:00",119.66,"105.35",1204.1,196.5,4099.7,-196.5
"2025-11-01","17:30",122,"107.41",1082.5,30.8,4162.7,-30.8
"2025-11-01","18:00",120.6,"106.18",1219.4,180.6,4129.3,-180.6
"2025-11-01","18:30",120.61,"106.19",1245.6,241.4,4076.3,-241.4
"2025-11-01","19:00",120.62,"106.20",1295.1,285.8,4014,-285.8
"2025-11-01","19:30",113,"99.49",1325.2,388,3940.1,-388
"2025-11-01","20:00",147,"129.42",1263.2,339,3824.2,-339
"2025-11-01","20:30",140,"123.26",1348.6,452.7,3772.9,-452.7
"2025-11-01","21:00",147,"129.42",1225.5,366.2,3667.2,-366.2
"2025-11-01","21:30",135.41,"119.22",1303.3,483.2,3627.4,-483.2
"2025-11-01","22:00",125,"110.05",1228.8,442.5,3512.9,-442.5
"2025-11-01","22:30",141.8,"124.85",1364.7,623.5,3368.3,-623.5
