Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-12-02","23:00",87.54,"76.90",993.8,212,4168.5,-212
"2025-12-02","23:30",86.05,"75.60",970.3,196.9,4025.1,-196.9
"2025-12-03","00:00",85.83,"75.40",989.1,254.8,4231.6,-254.8
"2025-12-03","00:30",85.24,"74.88",945.3,226.7,4125.2,-226.7
"2025-12-03","01:00",85.76,"75.34",929.1,157.9,4055.1,-157.9
"2025-12-03","01:30",85.63,"75.23",911.4,133.4,4003.5,-133.4
"2025-12-03","02:00",84.67,"74.38",945.6,200,4127.2,-200
"2025-12-03","02:30",84.67,"74.38",915.2,179.3,4059.4,-179.3
"2025-12-03","03:00",83.53,"73.38",889,169.5,4066,-169.5
"2025-12-03","03:30",83.4,"73.27",890.2,173.8,4005.4,-173.8
"2025-12-03","04:00",84.05,"73.84",779.7,65.8,3815.1,-65.8
"2025-12-03","04:30",83.05,"72.96",732.1,-20.5,3689.8,20.5
"2025-12-03","05:00",86.51,"76.00",774.6,-53.2,3650.5,53.2
"2025-12-03","05:30",88.95,"78.14",796.8,-44.1,3685.1,44.1
"2025-12-03","06:00",99,"86.97",898.3,-96.8,3982.1,96.8
"2025-12-03","06:30",115,"101.03",937.8,-9.4,4127.6,9.4
"2025-12-03","07:00",145.48,"127.80",1315.9,299.4,4542.4,-299.4
"2025-12-03","07:30",190.54,"167.39",1321.5,192.1,4755.3,-192.1
"2025-12-03","08:00",190.66,"167.50",1304.2,33.6,4767,-33.6
"2025-12-03","08:30",190.66,"167.50",1319.4,-1.5,4837.8,1.5
"2025-12-03","09:00",200,"175.70",1358,-47,4955.4,47
"2025-12-03","09:30",228.09,"200.38",1359.5,-5.8,4883.6,5.8
"2025-12-03","10:00",200,"175.70",1368,10.6,4893.6,-10.6
"2025-12-03","10:30",175.49,"154.17",1356.7,-8.9,4908.7,8.9
"2025-12-03","11:00",156.9,"137.84",1343.4,42.3,4903.4,-42.3
"2025-12-03","11:30",145,"127.38",1335.8,27.7,4881.1,-27.7
"2025-12-03","12:00",124.07,"109.00",1302.4,11.9,4922.4,-11.9
"2025-12-03","12:30",119,"104.54",1289.8,1.5,4944,-1.5
"2025-12-03","13:00",115,"101.03",1259.9,-76.5,4989.7,76.5
"2025-12-03","13:30",107,"94.00",1246.6,-101.6,5012.6,101.6
"2025-12-03","14:00",110,"96.64",1224.3,-156.6,5031.6,156.6
"2025-12-03","14:30",108.52,"95.34",1219.3,-251.5,5087.7,251.5
"2025-12-03","15:00",122.08,"107.25",1240.4,-213.5,5142.8,213.5
"2025-12-03","15:30",122.7,"107.79",1252.2,-293.5,5244.7,293.5
"2025-12-03","16:00",134.85,"118.47",1295.2,-290.8,5408.3,290.8
"2025-12-03","16:30",137.19,"120.52",1300,-383.5,5627.2,383.5
"2025-12-03","17:00",139.51,"122.56",1308.1,-297.9,5678.6,297.9
"2025-12-03","17:30",139.51,"122.56",1286.9,-224.6,5647.4,224.6
"2025-12-03","18:00",130.26,"114.43",1252.1,-144.1,5413.1,144.1
"2025-12-03","18:30",127.38,"111.90",1216.6,-40.4,5209.6,40.4
"2025-12-03","19:00",108.8,"95.58",1177.9,-134.5,5228.3,134.5
"2025-12-03","19:30",107.77,"94.68",1141,-181.3,5137.1,181.3
"2025-12-03","20:00",95.39,"83.80",1178.5,-379.1,5141.6,379.1
"2025-12-03","20:30",94.18,"82.74",1140.6,-328,5019.6,328
"2025-12-03","21:00",89.52,"78.64",1063.9,-153.7,4766,153.7
"2025-12-03","21:30",86.27,"75.79",1093.6,-240.1,4687.6,240.1
"2025-12-03","22:00",81.34,"71.46",1021.9,-231.3,4522.8,231.3
"2025-12-03","22:30",79.97,"70.25",990.5,-280.9,4417.4,280.9
