Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-06","23:00",96,"84.51",738.8,-78.9,3746.2,78.9
"2025-11-06","23:30",94.52,"83.20",700.1,-68,3598.1,68
"2025-11-07","00:00",93.15,"82.00",645.2,-25.6,3475.9,25.6
"2025-11-07","00:30",91.22,"80.30",694,70.5,3417.9,-70.5
"2025-11-07","01:00",88.23,"77.67",674.4,-53,3556.1,53
"2025-11-07","01:30",87.21,"76.77",658.8,3.1,3468.4,-3.1
"2025-11-07","02:00",86,"75.70",635.9,-26.2,3599.9,26.2
"2025-11-07","02:30",84.44,"74.33",643,8.3,3587.2,-8.3
"2025-11-07","03:00",84,"73.94",647,-16.4,3585.4,16.4
"2025-11-07","03:30",83,"73.06",661.7,15.7,3604.9,-15.7
"2025-11-07","04:00",83.43,"73.44",624.1,-30,3559.9,30
"2025-11-07","04:30",82.71,"72.81",617.1,-88.7,3611.5,88.7
"2025-11-07","05:00",85,"74.82",717.8,-187.7,3770.5,187.7
"2025-11-07","05:30",85,"74.82",751,-231.5,3836.1,231.5
"2025-11-07","06:00",93.33,"82.16",846.7,-330,4037.3,330
"2025-11-07","06:30",97.63,"85.94",902.5,-446,4103.1,446
"2025-11-07","07:00",107.88,"94.96",1013.2,-381.9,4394.5,381.9
"2025-11-07","07:30",111.71,"98.34",1034.5,-396.6,4502.1,396.6
"2025-11-07","08:00",104.74,"92.20",1137.8,-416.1,4635.1,416.1
"2025-11-07","08:30",106,"93.31",1150.3,-467.6,4706.7,467.6
"2025-11-07","09:00",100,"88.03",1165.2,-366.9,4758.6,366.9
"2025-11-07","09:30",100,"88.03",1167.2,-387.6,4804.6,387.6
"2025-11-07","10:00",94.29,"83.00",1164.1,-339.6,4794.2,339.6
"2025-11-07","10:30",95.31,"83.90",1139.1,-302.5,4754.1,302.5
"2025-11-07","11:00",91.22,"80.30",1127.3,-221.3,4674.9,221.3
"2025-11-07","11:30",92.64,"81.55",1109,-263.3,4667.6,263.3
"2025-11-07","12:00",93.86,"82.62",1086.8,-141,4528.9,141
"2025-11-07","12:30",97.27,"85.63",1066.4,-175.8,4551.1,175.8
"2025-11-07","13:00",103.14,"90.79",1043.9,-136.1,4454.4,136.1
"2025-11-07","13:30",101,"88.91",1035.7,-140.1,4369.6,140.1
"2025-11-07","14:00",108,"95.07",1007.5,-112.6,4325.8,112.6
"2025-11-07","14:30",110,"96.83",993.9,-106.9,4320.7,106.9
"2025-11-07","15:00",120,"105.63",1036,-96.5,4307.4,96.5
"2025-11-07","15:30",129,"113.56",1041.8,-175.9,4407.7,175.9
"2025-11-07","16:00",140.95,"124.08",1074.9,-56.9,4337.3,56.9
"2025-11-07","16:30",159.01,"139.97",1092.8,-177.8,4453.4,177.8
"2025-11-07","17:00",165.01,"145.26",1125.9,-99,4514.5,99
"2025-11-07","17:30",165.01,"145.26",1111.6,-105.1,4558.2,105.1
"2025-11-07","18:00",170,"149.65",1120.5,-165.3,4554.6,165.3
"2025-11-07","18:30",157.74,"138.86",1072.8,-34.5,4373.5,34.5
"2025-11-07","19:00",147.68,"130.00",1058,-136.8,4427.8,136.8
"2025-11-07","19:30",119.6,"105.28",1024.4,-61.3,4328.3,61.3
"2025-11-07","20:00",110.95,"97.67",971.1,-220.6,4339.9,220.6
"2025-11-07","20:30",103,"90.67",950.7,-160.5,4193.1,160.5
"2025-11-07","21:00",100.68,"88.63",920.9,-290.6,4240.9,290.6
"2025-11-07","21:30",96.68,"85.11",889.2,-226.1,4074.1,226.1
"2025-11-07","22:00",93.5,"82.31",841.2,-335.6,4091.5,335.6
"2025-11-07","22:30",91.57,"80.61",817.8,-312.8,3954.4,312.8
