Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-16","23:00",115.93,"100.60",784.5,-253.2,3593.4,253.2
"2025-10-16","23:30",102.56,"89.00",754.7,-221,3477.8,221
"2025-10-17","00:00",101,"87.64",724.4,-251.1,3520.2,251.1
"2025-10-17","00:30",96.78,"83.98",706.8,-230.9,3434.8,230.9
"2025-10-17","01:00",101.19,"87.81",701.5,-235.4,3624.9,235.4
"2025-10-17","01:30",96.8,"84.00",680.8,-182,3547.8,182
"2025-10-17","02:00",97.9,"84.95",680.7,-213.7,3672,213.7
"2025-10-17","02:30",95.65,"83.00",672.5,-152.1,3572.1,152.1
"2025-10-17","03:00",93.9,"81.48",683.3,-202.7,3601.8,202.7
"2025-10-17","03:30",91,"78.97",684.9,-142.7,3519,142.7
"2025-10-17","04:00",90.3,"78.36",676.5,-239.2,3509.5,239.2
"2025-10-17","04:30",90.29,"78.35",685.8,-272.3,3523.7,272.3
"2025-10-17","05:00",99.11,"86.00",673.9,-260.3,3429.7,260.3
"2025-10-17","05:30",103.23,"89.58",706.6,-407.2,3555.3,407.2
"2025-10-17","06:00",109,"94.59",752.2,-416,3772.2,416
"2025-10-17","06:30",115.19,"99.96",834,-436.5,3941,436.5
"2025-10-17","07:00",144.33,"125.24",923.4,-276.6,4048.6,276.6
"2025-10-17","07:30",156.2,"135.54",1030.5,-418.2,4346.3,418.2
"2025-10-17","08:00",165.68,"143.77",1116.7,-399,4500.8,399
"2025-10-17","08:30",170,"147.52",1152.5,-499.2,4672.8,499.2
"2025-10-17","09:00",168.72,"146.41",1237.7,-484.3,4688.8,484.3
"2025-10-17","09:30",152.01,"131.91",1217.4,-486,4710.6,486
"2025-10-17","10:00",139.54,"121.09",1248.2,-581.2,4738.8,581.2
"2025-10-17","10:30",112.2,"97.36",1243.7,-584.5,4787.3,584.5
"2025-10-17","11:00",105.85,"91.85",1238.7,-669,4968.8,669
"2025-10-17","11:30",99,"85.91",1203,-606.7,4931.5,606.7
"2025-10-17","12:00",95,"82.44",1251.8,-844.7,5116.3,844.7
"2025-10-17","12:30",92.42,"80.20",1207.2,-612.8,4925.3,612.8
"2025-10-17","13:00",91,"78.97",1131.6,-740.1,4931,740.1
"2025-10-17","13:30",89,"77.23",1105.5,-625.1,4853.7,625.1
"2025-10-17","14:00",89.08,"77.30",1118.4,-779.9,4944.2,779.9
"2025-10-17","14:30",89,"77.23",1103.3,-750.8,4906.9,750.8
"2025-10-17","15:00",92.47,"80.24",1118.1,-715.4,4938.8,715.4
"2025-10-17","15:30",93.05,"80.74",1196.9,-842.3,4937.3,842.3
"2025-10-17","16:00",108.48,"94.13",1098.2,-698,4874.7,698
"2025-10-17","16:30",114.58,"99.43",1093.7,-706.8,4779,706.8
"2025-10-17","17:00",130.21,"112.99",1066.3,-524.2,4829,524.2
"2025-10-17","17:30",134.62,"116.82",1065,-642.3,4850.8,642.3
"2025-10-17","18:00",139.88,"121.38",1085.8,-561.5,4723.6,561.5
"2025-10-17","18:30",139.88,"121.38",1078,-526.1,4746.2,526.1
"2025-10-17","19:00",124.46,"108.00",1044.6,-548.5,4712,548.5
"2025-10-17","19:30",117.83,"102.25",1043.1,-504.9,4861.8,504.9
"2025-10-17","20:00",100.02,"86.79",1065.4,-623.7,4798.9,623.7
"2025-10-17","20:30",99.5,"86.34",966.9,-418.8,4516.7,418.8
"2025-10-17","21:00",95.03,"82.46",1020.4,-570.7,4493.3,570.7
"2025-10-17","21:30",91,"78.97",911.3,-457.3,4374.2,457.3
"2025-10-17","22:00",88.3,"76.62",908.6,-417,4020.6,417
"2025-10-17","22:30",85.82,"74.47",813.7,-233.4,3872.6,233.4
