Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-25","23:00",94.79,"83.31",770.3,-6.9,3995.1,6.9
"2025-11-25","23:30",91,"79.98",760.7,12.1,3846.9,-12.1
"2025-11-26","00:00",90.61,"79.64",772.2,79.4,3727.6,-79.4
"2025-11-26","00:30",90.93,"79.92",932,251.7,3612.7,-251.7
"2025-11-26","01:00",88.2,"77.52",760.8,26.4,3553.7,-26.4
"2025-11-26","01:30",86.13,"75.70",776.9,56.5,3481.1,-56.5
"2025-11-26","02:00",86.46,"75.99",828.5,135.2,3754.2,-135.2
"2025-11-26","02:30",85.68,"75.30",881.6,188.5,3772.3,-188.5
"2025-11-26","03:00",85,"74.71",840.1,164.7,3710,-164.7
"2025-11-26","03:30",85,"74.71",853,177.8,3644.6,-177.8
"2025-11-26","04:00",84.39,"74.17",939.3,267.2,3667.1,-267.2
"2025-11-26","04:30",84.75,"74.49",893.5,219.5,3578.4,-219.5
"2025-11-26","05:00",88,"77.34",844.2,148.9,3579.7,-148.9
"2025-11-26","05:30",91,"79.98",891.7,126,3562.8,-126
"2025-11-26","06:00",108,"94.92",840.6,34.7,3767.1,-34.7
"2025-11-26","06:30",108.04,"94.96",947.8,-274.7,4341.6,274.7
"2025-11-26","07:00",135,"118.65",1032.6,-188.8,4597,188.8
"2025-11-26","07:30",145,"127.44",1178.2,21.1,4634,-21.1
"2025-11-26","08:00",141.94,"124.75",1219.2,33.3,4641.4,-33.3
"2025-11-26","08:30",147.76,"129.86",1229.6,-60.7,4758.8,60.7
"2025-11-26","09:00",143,"125.68",1270.8,-92.7,4896.9,92.7
"2025-11-26","09:30",143.36,"126.00",1274.4,-86.2,4886.3,86.2
"2025-11-26","10:00",140.89,"123.83",1262,-156.3,4950.5,156.3
"2025-11-26","10:30",135.4,"119.00",1255.1,-128.4,4893,128.4
"2025-11-26","11:00",130,"114.26",1268.6,-205.3,4982.4,205.3
"2025-11-26","11:30",125,"109.86",1262.8,-125.7,4908.1,125.7
"2025-11-26","12:00",130.24,"114.47",1260.9,-211.7,5005.1,211.7
"2025-11-26","12:30",130,"114.26",1250.2,-211.6,5009.9,211.6
"2025-11-26","13:00",136,"119.53",1253.6,-139.7,4904.2,139.7
"2025-11-26","13:30",131.09,"115.21",1237.6,-146.9,4858.9,146.9
"2025-11-26","14:00",138.8,"121.99",1206,-147.5,4847.4,147.5
"2025-11-26","14:30",145.04,"127.47",1198.3,-97.7,4789.9,97.7
"2025-11-26","15:00",158.15,"139.00",1214.3,8.2,4756.3,-8.2
"2025-11-26","15:30",158.98,"139.73",1310.8,94,4787.6,-94
"2025-11-26","16:00",188.1,"165.32",1469.6,214.8,4919.9,-214.8
"2025-11-26","16:30",208.75,"183.47",1410.5,122.7,5083.4,-122.7
"2025-11-26","17:00",181.15,"159.21",1398.2,104.8,5323.9,-104.8
"2025-11-26","17:30",185,"162.59",1392.2,114.5,5435,-114.5
"2025-11-26","18:00",170.9,"150.20",1346.9,109.6,5275.2,-109.6
"2025-11-26","18:30",159.45,"140.14",1381.3,178.1,5060.1,-178.1
"2025-11-26","19:00",140,"123.04",1299.7,137.9,5002.6,-137.9
"2025-11-26","19:30",134.8,"118.47",1123.6,-139,4945.8,139
"2025-11-26","20:00",125.77,"110.54",1088.8,-138.1,4848.3,138.1
"2025-11-26","20:30",115,"101.07",1052.4,-90.5,4706.5,90.5
"2025-11-26","21:00",100.47,"88.30",1019.5,-208.1,4716.9,208.1
"2025-11-26","21:30",97.85,"86.00",952.4,-86.4,4353.7,86.4
"2025-11-26","22:00",93.48,"82.16",922.9,-191.7,4303,191.7
"2025-11-26","22:30",89.98,"79.08",964,-166.2,4204.3,166.2
