Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-11","23:00",80.18,"70.62",1100.6,368,4210.1,-368
"2025-11-11","23:30",76.89,"67.72",1170,478.6,4098.9,-478.6
"2025-11-12","00:00",75,"66.06",1117.2,452.7,4047.6,-452.7
"2025-11-12","00:30",74.94,"66.00",1093.4,443.8,3944.4,-443.8
"2025-11-12","01:00",74.4,"65.53",1165.7,464.7,3850.4,-464.7
"2025-11-12","01:30",74.4,"65.53",1176.6,500.6,3776.3,-500.6
"2025-11-12","02:00",74.68,"65.77",1102.2,443.3,3797.9,-443.3
"2025-11-12","02:30",73.59,"64.81",1059.6,404.7,3479.5,-404.7
"2025-11-12","03:00",73.59,"64.81",1098.4,449.8,3466.1,-449.8
"2025-11-12","03:30",74.4,"65.53",1014.8,377,3428.3,-377
"2025-11-12","04:00",74.68,"65.77",1068.9,425.8,3420.6,-425.8
"2025-11-12","04:30",75.55,"66.54",987.9,322.2,3367.9,-322.2
"2025-11-12","05:00",75.97,"66.91",1028.7,351.6,3434.4,-351.6
"2025-11-12","05:30",77.65,"68.39",932.3,227.9,3448.3,-227.9
"2025-11-12","06:00",90.34,"79.57",928.1,138.4,3750.9,-138.4
"2025-11-12","06:30",105.93,"93.30",932.4,56.5,3921,-56.5
"2025-11-12","07:00",98.75,"86.97",1297.9,343.6,4375.9,-343.6
"2025-11-12","07:30",150,"132.11",1399.4,338.9,4488.6,-338.9
"2025-11-12","08:00",155,"136.52",1481.2,355.7,4574,-355.7
"2025-11-12","08:30",160.77,"141.60",1427.9,263.2,4640,-263.2
"2025-11-12","09:00",165,"145.32",1449.7,244,4733.5,-244
"2025-11-12","09:30",170.01,"149.74",1422,217.9,4751.3,-217.9
"2025-11-12","10:00",167.81,"147.80",1348.4,153.2,4728.1,-153.2
"2025-11-12","10:30",164.27,"144.68",1396,200.5,4744.9,-200.5
"2025-11-12","11:00",166.88,"146.98",1311.5,115.7,4692.8,-115.7
"2025-11-12","11:30",149.11,"131.33",1242.9,52.5,4665.6,-52.5
"2025-11-12","12:00",153.04,"134.79",1325.7,125.5,4712.7,-125.5
"2025-11-12","12:30",167.62,"147.63",1251.2,55.5,4723.3,-55.5
"2025-11-12","13:00",154.8,"136.34",1282.1,72.7,4704.1,-72.7
"2025-11-12","13:30",151.5,"133.43",1266.6,64.7,4686.2,-64.7
"2025-11-12","14:00",159.8,"140.74",1227,41.2,4713.2,-41.2
"2025-11-12","14:30",158.56,"139.65",1185.3,8.7,4660.3,-8.7
"2025-11-12","15:00",134.28,"118.27",1184.6,0.8,4657.6,-0.8
"2025-11-12","15:30",145.74,"128.36",1201.6,-93.7,4770.8,93.7
"2025-11-12","16:00",158.96,"140.00",1190.3,-10.7,4803.3,10.7
"2025-11-12","16:30",171.02,"150.63",1235.2,-102,4977.3,102
"2025-11-12","17:00",175.6,"154.66",1244.6,-44.7,5097,44.7
"2025-11-12","17:30",179.4,"158.01",1257.1,-58.3,5181.5,58.3
"2025-11-12","18:00",174.36,"153.57",1243.8,-81.7,5151,81.7
"2025-11-12","18:30",160.67,"141.51",1284.7,102.9,4970.2,-102.9
"2025-11-12","19:00",141.97,"125.04",1160.3,-35,4937.3,35
"2025-11-12","19:30",113.6,"100.05",1166.8,69.6,4825.8,-69.6
"2025-11-12","20:00",105,"92.48",1087.1,-83.5,4781.6,83.5
"2025-11-12","20:30",94.35,"83.10",1058.6,36.1,4603.1,-36.1
"2025-11-12","21:00",107.86,"95.00",1055.9,-407.5,4834.4,407.5
"2025-11-12","21:30",91.38,"80.48",946.9,-239.1,4591,239.1
"2025-11-12","22:00",83.5,"73.54",947.2,-268.1,4479,268.1
"2025-11-12","22:30",77,"67.82",877.3,-89.6,4141.1,89.6
