Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-28","23:00",71.67,"62.75",936.7,137.6,3373.1,-137.6
"2025-10-28","23:30",71,"62.16",1021.4,279.1,3279.3,-279.1
"2025-10-29","00:00",65,"56.91",943.9,218.3,3274.8,-218.3
"2025-10-29","00:30",64.02,"56.05",1014,290.4,3213.7,-290.4
"2025-10-29","01:00",61,"53.41",914.9,173.7,3141.9,-173.7
"2025-10-29","01:30",60.02,"52.55",974,284.9,3094.4,-284.9
"2025-10-29","02:00",59.39,"52.00",853.2,166.9,3193.5,-166.9
"2025-10-29","02:30",57.99,"50.77",902.3,220.7,3181,-220.7
"2025-10-29","03:00",59.39,"52.00",835.6,167.5,3165.2,-167.5
"2025-10-29","03:30",59.06,"51.71",821.5,163.8,3119.4,-163.8
"2025-10-29","04:00",66.04,"57.82",819,138.4,3074.6,-138.4
"2025-10-29","04:30",66.04,"57.82",842.7,216,3046.6,-216
"2025-10-29","05:00",78.5,"68.73",828.5,46.4,3144.9,-46.4
"2025-10-29","05:30",79.77,"69.84",834.6,93.3,3169.1,-93.3
"2025-10-29","06:00",94.29,"82.55",985.7,121.5,3369.7,-121.5
"2025-10-29","06:30",99.81,"87.38",1045.3,186.7,3515.9,-186.7
"2025-10-29","07:00",96.15,"84.18",1043.2,-80.7,4054.9,80.7
"2025-10-29","07:30",103.51,"90.62",1074.5,15.4,4033.5,-15.4
"2025-10-29","08:00",97.03,"84.95",1181.7,37.1,4115.9,-37.1
"2025-10-29","08:30",97.02,"84.94",1170.2,-48.8,4144.9,48.8
"2025-10-29","09:00",90.23,"79.00",1198.2,-40.9,4287.9,40.8
"2025-10-29","09:30",87.66,"76.75",1203,-89.3,4336.4,89.3
"2025-10-29","10:00",84.83,"74.27",1192,-116,4317.3,116
"2025-10-29","10:30",83,"72.67",1187.7,-161.6,4347.7,161.6
"2025-10-29","11:00",83,"72.67",1243.7,-127.1,4367.4,127.1
"2025-10-29","11:30",81.27,"71.15",1189.8,-90.9,4304.3,90.9
"2025-10-29","12:00",85,"74.42",1305.6,-290.3,4693.9,290.3
"2025-10-29","12:30",84.97,"74.39",1304.6,-267.7,4652.2,267.7
"2025-10-29","13:00",86.62,"75.84",1259.9,-271.3,4605.5,271.3
"2025-10-29","13:30",89.1,"78.01",1258.8,-327.3,4613.1,327.3
"2025-10-29","14:00",94.54,"82.77",1191.2,-180.9,4633.9,180.9
"2025-10-29","14:30",94.54,"82.77",1247.8,-410,4810.6,410
"2025-10-29","15:00",97.09,"85.00",1235.6,-515.7,5193.5,515.7
"2025-10-29","15:30",101.7,"89.04",1227.8,-510,4978.6,510
"2025-10-29","16:00",115.11,"100.78",1168.2,-373.9,4709.5,373.9
"2025-10-29","16:30",132.44,"115.95",1298.7,-388.4,4792,388.4
"2025-10-29","17:00",165,"144.46",1231.4,-227.9,4685.1,227.9
"2025-10-29","17:30",201,"175.98",1251.8,-307.5,4708.1,307.5
"2025-10-29","18:00",175,"153.21",1268.4,-278.9,4763.1,278.9
"2025-10-29","18:30",175.41,"153.57",1219.3,-242.6,4669.6,242.6
"2025-10-29","19:00",200,"175.10",1160.3,-178.7,4493.7,178.7
"2025-10-29","19:30",198,"173.35",1121.4,-101.8,4390.4,101.8
"2025-10-29","20:00",196,"171.60",1060.4,-137.6,4337.6,137.6
"2025-10-29","20:30",180.12,"157.70",1028.1,-59.7,4184.6,59.7
"2025-10-29","21:00",179.37,"157.04",989.2,-113.5,4137.1,113.5
"2025-10-29","21:30",160,"140.08",934.2,-5.4,3869.8,5.4
"2025-10-29","22:00",154.48,"135.25",907.7,-99.2,3837.8,99.2
"2025-10-29","22:30",133.51,"116.89",866.1,21.8,3703.3,-21.8
