Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-17","23:00",139,"122.41",812,52.4,3954.6,-52.4
"2025-11-17","23:30",101,"88.95",741.5,15,3896.4,-15
"2025-11-18","00:00",99.18,"87.34",699.2,-95.6,3923.1,95.6
"2025-11-18","00:30",93,"81.90",693.1,0.8,3792.8,-0.8
"2025-11-18","01:00",93,"81.90",746.1,-109.5,3867.1,109.5
"2025-11-18","01:30",90,"79.26",732.3,-58.7,3697.3,58.7
"2025-11-18","02:00",91.6,"80.67",721.7,-112.7,3882.2,112.7
"2025-11-18","02:30",90.47,"79.67",704.7,-52,3810.2,52
"2025-11-18","03:00",89,"78.38",752.1,-77.2,3875.7,77.2
"2025-11-18","03:30",88,"77.50",736,-44.4,3768.1,44.4
"2025-11-18","04:00",89.7,"79.00",716.1,-144,3814.9,144
"2025-11-18","04:30",89,"78.38",728.8,-110.9,3788.1,110.9
"2025-11-18","05:00",93.73,"82.55",730,-313.1,3722,313.1
"2025-11-18","05:30",94.85,"83.53",770,-282.2,3802.3,282.2
"2025-11-18","06:00",105.49,"92.90",823.8,-285,3971.2,285
"2025-11-18","06:30",110.04,"96.91",901.6,-263.4,4170.3,263.4
"2025-11-18","07:00",134,"118.01",1013.6,-141.4,4407.8,141.4
"2025-11-18","07:30",165.6,"145.84",1107.6,-197.6,4673.8,197.6
"2025-11-18","08:00",140.69,"123.90",1192.6,-228.3,4693.7,228.3
"2025-11-18","08:30",148,"130.34",1234.4,-299.7,4864.8,299.7
"2025-11-18","09:00",145,"127.70",1250.8,-237.1,4938.8,237.1
"2025-11-18","09:30",130,"114.49",1251.8,-240.2,5005.1,240.2
"2025-11-18","10:00",124.56,"109.70",1238.5,-271.7,4969.2,271.7
"2025-11-18","10:30",106.74,"94.00",1220.6,-225.9,4939.3,225.9
"2025-11-18","11:00",102.5,"90.27",1239.2,-399.7,5105.5,399.7
"2025-11-18","11:30",97.41,"85.79",1214.9,-291.3,4992,291.3
"2025-11-18","12:00",97,"85.42",1254.6,-433,5168,433
"2025-11-18","12:30",95.45,"84.06",1231.4,-350.1,5094.9,350.1
"2025-11-18","13:00",101.1,"89.04",1294.7,-568.6,5256.9,568.6
"2025-11-18","13:30",101.08,"89.02",1204.6,-457,5140.5,457
"2025-11-18","14:00",110,"96.87",1255.1,-540.4,5192,540.4
"2025-11-18","14:30",110.73,"97.52",1212.4,-477.2,5077.3,477.2
"2025-11-18","15:00",119.23,"105.00",1196,-463,5144.4,463
"2025-11-18","15:30",120.43,"106.06",1211.9,-509.8,5186.4,509.8
"2025-11-18","16:00",128.27,"112.96",1192.4,-479.1,5292.7,479.1
"2025-11-18","16:30",131,"115.37",1226.7,-533.9,5519.9,533.9
"2025-11-18","17:00",134,"118.01",1244,-423.1,5549.1,423.1
"2025-11-18","17:30",133,"117.13",1231.1,-380.1,5569.1,380.1
"2025-11-18","18:00",127.63,"112.40",1267.4,-425.2,5476.5,425.2
"2025-11-18","18:30",123.94,"109.15",1204.3,-306,5250.2,306
"2025-11-18","19:00",105.6,"93.00",1220.1,-450.3,5328,450.3
"2025-11-18","19:30",99.92,"88.00",1165.6,-436.8,5319.8,436.8
"2025-11-18","20:00",97.94,"86.25",1115.2,-345.1,5087.8,345.1
"2025-11-18","20:30",94.97,"83.64",1098.4,-350.6,5044.4,350.6
"2025-11-18","21:00",94.5,"83.22",1033,-281.3,4782.5,281.3
"2025-11-18","21:30",94.03,"82.81",950.4,-105.4,4391.9,105.4
"2025-11-18","22:00",90.64,"79.82",983.7,-324.4,4379.6,324.4
"2025-11-18","22:30",87.65,"77.19",928.8,-257.9,4180.7,257.9
