Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-20","23:00",115,"99.93",819,-462.1,3926.1,462.1
"2025-10-20","23:30",106.33,"92.40",877.9,-581.4,4007.3,581.4
"2025-10-21","00:00",103.57,"90.00",910.8,-640.5,4088.1,640.5
"2025-10-21","00:30",105,"91.24",772.6,-442.4,3759.7,442.4
"2025-10-21","01:00",94.72,"82.31",785.8,-529.2,3761.1,529.2
"2025-10-21","01:30",90.56,"78.69",790.9,-482.3,3797.1,482.3
"2025-10-21","02:00",85.08,"73.93",820,-531,3766.9,531
"2025-10-21","02:30",83.24,"72.33",706,-374.8,3711.8,374.8
"2025-10-21","03:00",81.52,"70.84",731.7,-428.2,3614.3,428.2
"2025-10-21","03:30",80.73,"70.15",673.8,-303.6,3453.4,303.6
"2025-10-21","04:00",77,"66.91",631,-147,3198.7,147
"2025-10-21","04:30",76.67,"66.62",611.2,-83,3101.3,83
"2025-10-21","05:00",72.69,"63.16",634.7,-97.1,3178.9,97.1
"2025-10-21","05:30",72.69,"63.16",673.6,-172.1,3291.8,172.1
"2025-10-21","06:00",81.59,"70.90",805.8,-331.7,3705.3,331.7
"2025-10-21","06:30",84.45,"73.38",867.9,-442.3,4048.2,442.3
"2025-10-21","07:00",101.08,"87.83",983.8,-467.4,4528.1,467.4
"2025-10-21","07:30",109.08,"94.79",993.3,-382.8,4421.1,382.8
"2025-10-21","08:00",119.36,"103.72",1085.7,-308.8,4427.6,308.8
"2025-10-21","08:30",119.05,"103.45",1135,-400.1,4546.8,400.1
"2025-10-21","09:00",116.23,"101.00",1200.8,-432.7,4618.7,432.7
"2025-10-21","09:30",114.01,"99.07",1210.7,-434.4,4708.3,434.4
"2025-10-21","10:00",96,"83.42",1233.1,-469.9,4665.4,469.9
"2025-10-21","10:30",93.42,"81.18",1211.5,-450.7,4730,450.7
"2025-10-21","11:00",92.05,"79.99",1179.4,-446.2,4696.2,446.2
"2025-10-21","11:30",90,"78.21",1183.5,-491.3,4711.6,491.3
"2025-10-21","12:00",85,"73.86",1153.8,-308,4567.8,308
"2025-10-21","12:30",85.16,"74.00",1196.6,-383.9,4631.6,383.9
"2025-10-21","13:00",80.15,"69.65",1071.2,-103.6,4347,103.6
"2025-10-21","13:30",80,"69.52",1050.6,-51,4233.4,51
"2025-10-21","14:00",79.66,"69.22",1177.1,147.9,4396.6,-147.9
"2025-10-21","14:30",79.66,"69.22",1146.5,124.5,4337.6,-124.5
"2025-10-21","15:00",79.66,"69.22",1179.2,144.8,4337.9,-144.8
"2025-10-21","15:30",81,"70.39",1031.6,-65.1,4459.4,65.1
"2025-10-21","16:00",89.49,"77.76",1020.4,-157.5,4612.2,157.5
"2025-10-21","16:30",95,"82.55",1036.7,-214.3,4694.5,214.3
"2025-10-21","17:00",115.89,"100.70",1052,-82.3,4408.3,82.3
"2025-10-21","17:30",155,"134.69",1035.6,-64.6,4370.6,64.6
"2025-10-21","18:00",150,"130.34",1052.2,-62.1,4303.6,62.1
"2025-10-21","18:30",152.63,"132.63",1065.3,-96.5,4400.8,96.5
"2025-10-21","19:00",165.88,"144.14",1033.6,-15.3,4338.4,15.3
"2025-10-21","19:30",163.53,"142.10",1057.8,42.1,4300.8,-42.1
"2025-10-21","20:00",199.77,"173.59",1011.2,-8.2,4125.4,8.2
"2025-10-21","20:30",176.61,"153.47",1048.5,71.6,4079.4,-71.6
"2025-10-21","21:00",149.6,"130.00",923.7,-23.5,3989.2,23.5
"2025-10-21","21:30",107.37,"93.30",911.6,-1.6,3899.5,1.6
"2025-10-21","22:00",95,"82.55",859.4,-100.1,3851.3,100.1
"2025-10-21","22:30",84.49,"73.42",850.1,33.6,3600.1,-33.6
