Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-16","23:00",96,"84.46",828.3,64.7,3599.4,-64.7
"2025-11-16","23:30",85.25,"75.00",836.6,188,3509.1,-188
"2025-11-17","00:00",84,"73.90",790.9,149.6,3490.6,-149.6
"2025-11-17","00:30",83.33,"73.32",835.6,203.2,3402.7,-203.2
"2025-11-17","01:00",88,"77.42",799.5,114,3496.6,-114
"2025-11-17","01:30",84.55,"74.39",851.6,163.3,3513.7,-163.3
"2025-11-17","02:00",86.77,"76.34",783.6,127.2,3486.5,-127.2
"2025-11-17","02:30",85,"74.78",840.2,198,3551.7,-198
"2025-11-17","03:00",85,"74.78",758.8,100.2,3499.1,-100.2
"2025-11-17","03:30",85,"74.78",751.2,110.5,3469.9,-110.5
"2025-11-17","04:00",85,"74.78",793,146.8,3453.9,-146.8
"2025-11-17","04:30",88.19,"77.59",707.9,57.7,3359.6,-57.7
"2025-11-17","05:00",88,"77.42",763.7,38.9,3273.1,-38.9
"2025-11-17","05:30",102.29,"90.00",757.3,-61.4,3367.4,61.4
"2025-11-17","06:00",131.3,"115.52",906.9,112.5,3524.3,-112.5
"2025-11-17","06:30",171.78,"151.13",882.4,-50.7,3816.4,50.8
"2025-11-17","07:00",171.1,"150.54",1148.7,138.9,4225,-138.9
"2025-11-17","07:30",225,"197.96",1135.6,-70.7,4507.5,70.7
"2025-11-17","08:00",225,"197.96",1300,67.1,4493,-67.1
"2025-11-17","08:30",245.5,"216.00",1285.8,-18.8,4550.5,18.8
"2025-11-17","09:00",226.22,"199.03",1335.9,-34.1,4712.4,34.1
"2025-11-17","09:30",246.71,"217.06",1332.5,-33.8,4751.3,33.8
"2025-11-17","10:00",222.94,"196.15",1342.3,15.5,4692,-15.5
"2025-11-17","10:30",213.11,"187.50",1332.3,2.3,4685.6,-2.3
"2025-11-17","11:00",215.7,"189.78",1421,130,4704.6,-130
"2025-11-17","11:30",220.99,"194.43",1378.4,90,4680.9,-90
"2025-11-17","12:00",222.94,"196.15",1401.7,134.7,4745.4,-134.7
"2025-11-17","12:30",225.99,"198.83",1387.8,125.3,4753.3,-125.3
"2025-11-17","13:00",226.22,"199.03",1344.3,87.1,4704.7,-87.1
"2025-11-17","13:30",225.99,"198.83",1339,93.7,4661.5,-93.7
"2025-11-17","14:00",226.22,"199.03",1340.6,119.8,4676.7,-119.8
"2025-11-17","14:30",253.78,"223.28",1354.2,144.8,4637.2,-144.8
"2025-11-17","15:00",233.87,"205.76",1351.3,168.2,4683,-168.2
"2025-11-17","15:30",307.85,"270.85",1343.4,152.7,4722.8,-152.7
"2025-11-17","16:00",305.45,"268.74",1413.3,178.1,4851.3,-178.1
"2025-11-17","16:30",312.49,"274.93",1337.7,65.9,5053.2,-65.9
"2025-11-17","17:00",355,"312.34",1371.5,-29.6,5219.4,29.6
"2025-11-17","17:30",346.25,"304.64",1352.1,-6.2,5273.9,6.2
"2025-11-17","18:00",355,"312.34",1361.6,-46.1,5138.1,46.1
"2025-11-17","18:30",311.19,"273.79",1383.4,78.5,5036.3,-78.5
"2025-11-17","19:00",285,"250.75",1305,51.6,4878.8,-51.6
"2025-11-17","19:30",250,"219.95",1359.7,119.6,4792.2,-119.6
"2025-11-17","20:00",265,"233.15",1303.5,102,4638.5,-102
"2025-11-17","20:30",198.3,"174.47",1297.5,122,4540.9,-122
"2025-11-17","21:00",180,"158.37",1153.4,-49.5,4416.5,49.5
"2025-11-17","21:30",166.73,"146.69",1131.4,49.8,4227.8,-49.8
"2025-11-17","22:00",154.3,"135.76",989.3,-149.5,4185.8,149.5
"2025-11-17","22:30",100.9,"88.77",921,-188.2,4090.5,188.2
