Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-12","23:00",77,"67.94",928.7,171.5,3853.4,-171.5
"2025-11-12","23:30",75,"66.17",972.3,255,3705.9,-255
"2025-11-13","00:00",73.16,"64.55",954.2,263.8,3640.7,-263.8
"2025-11-13","00:30",73,"64.41",1033.9,359.8,3539.3,-359.8
"2025-11-13","01:00",73.98,"65.27",966.9,243.3,3457.3,-243.3
"2025-11-13","01:30",73.16,"64.55",1048.5,338.2,3388.4,-338.2
"2025-11-13","02:00",76.26,"67.28",995.8,308.3,3744.3,-308.3
"2025-11-13","02:30",75.4,"66.53",1064.8,375.4,3715.5,-375.4
"2025-11-13","03:00",77,"67.94",983,301.2,3683.8,-301.1
"2025-11-13","03:30",77,"67.94",997,342.8,3678.6,-342.8
"2025-11-13","04:00",76,"67.05",1059.1,391.6,3694.4,-391.6
"2025-11-13","04:30",76,"67.05",989.7,321.5,3601.2,-321.5
"2025-11-13","05:00",73.32,"64.69",1085.7,413.9,3444.6,-413.9
"2025-11-13","05:30",74.47,"65.70",1046.1,345,3462.2,-345
"2025-11-13","06:00",78.79,"69.52",1017.6,236.4,3663.1,-236.4
"2025-11-13","06:30",95,"83.82",1011.8,173,3844.7,-173
"2025-11-13","07:00",116.74,"103.00",1123.9,202.7,4209.2,-202.7
"2025-11-13","07:30",164.12,"144.80",1153.6,128.1,4436.5,-128.1
"2025-11-13","08:00",142.14,"125.41",1248.8,155.9,4494.8,-155.9
"2025-11-13","08:30",148,"130.58",1198,62.5,4509.1,-62.5
"2025-11-13","09:00",144,"127.05",1230.8,35.4,4642.5,-35.4
"2025-11-13","09:30",142.14,"125.41",1196.8,-45,4722.2,45
"2025-11-13","10:00",134.01,"118.24",1279.7,87,4644.3,-87
"2025-11-13","10:30",129.89,"114.60",1213.7,26.3,4570.9,-26.3
"2025-11-13","11:00",121,"106.76",1256,82.4,4606,-82.4
"2025-11-13","11:30",114.73,"101.23",1192.2,-43.8,4596.6,43.8
"2025-11-13","12:00",108,"95.29",1224.7,30.9,4611.8,-30.9
"2025-11-13","12:30",110.17,"97.20",1174.2,-36.2,4655.4,36.3
"2025-11-13","13:00",104.6,"92.29",1203.1,24.8,4608.7,-24.8
"2025-11-13","13:30",100.87,"89.00",1165.5,0.2,4576.5,-0.2
"2025-11-13","14:00",102.77,"90.67",1152.2,-54.3,4654.2,54.3
"2025-11-13","14:30",101.28,"89.36",1145,-61.6,4606.3,61.6
"2025-11-13","15:00",107.76,"95.08",1163.2,-101.4,4684.3,101.4
"2025-11-13","15:30",121,"106.76",1177.5,-148,4774.1,148
"2025-11-13","16:00",122.73,"108.28",1192.8,-45.6,4767.1,45.6
"2025-11-13","16:30",141,"124.40",1236.2,-166.9,5021.1,166.9
"2025-11-13","17:00",135.02,"119.13",1228,-127.5,5159.2,127.5
"2025-11-13","17:30",134.02,"118.25",1225.1,-102.6,5194.1,102.6
"2025-11-13","18:00",129,"113.82",1214.2,-175.4,5195.4,175.4
"2025-11-13","18:30",112,"98.82",1172.3,-141.4,5013.5,141.4
"2025-11-13","19:00",95.62,"84.37",1129.3,-306,5054.7,306
"2025-11-13","19:30",92.6,"81.70",1075.3,-255.3,4936.4,255.3
"2025-11-13","20:00",85.88,"75.77",1140.2,-485.5,5008.3,485.5
"2025-11-13","20:30",83.13,"73.35",1132.3,-412.7,4977.5,412.7
"2025-11-13","21:00",85.7,"75.61",995,-162.1,4378.8,162.1
"2025-11-13","21:30",83.12,"73.34",918.9,-57.2,4143.9,57.2
"2025-11-13","22:00",79.93,"70.52",965.9,-173,4124.5,173
"2025-11-13","22:30",76.64,"67.62",897.2,-48.7,3944.8,48.7
