Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-12-18","23:00",18.6,"16.34",1139.4,371.8,4413,-371.8
"2025-12-18","23:30",17.78,"15.62",1055,254.6,4256.5,-254.6
"2025-12-19","00:00",11.45,"10.06",1053.2,288.9,4233.7,-288.9
"2025-12-19","00:30",10.89,"9.57",1003.9,244.9,4087.7,-244.9
"2025-12-19","01:00",8.4,"7.38",990.2,174,4102.2,-174
"2025-12-19","01:30",8.06,"7.08",987,190.6,4030.3,-190.6
"2025-12-19","02:00",7,"6.15",983.7,271.8,4146.8,-271.8
"2025-12-19","02:30",7,"6.15",979.7,268,4116.8,-268
"2025-12-19","03:00",8,"7.03",1012.1,259.4,4137.6,-259.4
"2025-12-19","03:30",6.8,"5.97",998.7,265.6,4110.8,-265.6
"2025-12-19","04:00",10.27,"9.02",942.5,150.8,3862.6,-150.8
"2025-12-19","04:30",11.08,"9.73",931.2,148.1,3834,-148.1
"2025-12-19","05:00",33,"28.99",961.2,129.1,3784.3,-129.1
"2025-12-19","05:30",35.1,"30.83",951,63.1,3664.4,-63.1
"2025-12-19","06:00",66.03,"58.00",1129.3,220.1,3964.2,-220.1
"2025-12-19","06:30",69.36,"60.92",1055.2,161.4,3986.7,-161.4
"2025-12-19","07:00",83.2,"73.08",1161.1,96.8,4336.6,-96.8
"2025-12-19","07:30",87.66,"77.00",1141.3,86,4503.3,-86
"2025-12-19","08:00",91.11,"80.03",1179.4,53.5,4624.9,-53.5
"2025-12-19","08:30",91.39,"80.27",1177.2,24.6,4673.1,-24.6
"2025-12-19","09:00",88,"77.29",1264.6,84.6,4814.1,-84.6
"2025-12-19","09:30",87.21,"76.60",1251,63.3,4820.8,-63.3
"2025-12-19","10:00",83,"72.90",1220.1,25.3,4809.4,-25.3
"2025-12-19","10:30",82,"72.02",1263.3,74,4801.4,-74
"2025-12-19","11:00",79.52,"69.85",1258.5,67.2,4783.7,-67.2
"2025-12-19","11:30",79,"69.39",1249.9,63.7,4794.6,-63.7
"2025-12-19","12:00",80.15,"70.40",1241.8,53.2,4787.3,-53.2
"2025-12-19","12:30",80.83,"71.00",1245.2,71.1,4792.5,-71.1
"2025-12-19","13:00",84.25,"74.00",1209.9,53.7,4758.2,-53.7
"2025-12-19","13:30",85.31,"74.93",1175.2,47.1,4728.9,-47.1
"2025-12-19","14:00",90.01,"79.06",1276.5,169.2,4753,-169.2
"2025-12-19","14:30",91,"79.93",1231.2,141.2,4728.6,-141.2
"2025-12-19","15:00",99,"86.96",1225.1,126,4730.9,-126
"2025-12-19","15:30",114,"100.13",1305.2,199.5,4787.2,-199.5
"2025-12-19","16:00",125.64,"110.36",1277.6,151,4899.9,-151
"2025-12-19","16:30",140.58,"123.48",1300.8,140,5082,-140
"2025-12-19","17:00",135,"118.58",1320.4,155.4,5167.4,-155.4
"2025-12-19","17:30",125.81,"110.51",1315.7,161.6,5214.3,-161.6
"2025-12-19","18:00",125,"109.79",1296.4,156.1,5052.8,-156.1
"2025-12-19","18:30",120.62,"105.95",1304.6,202,4987.5,-202
"2025-12-19","19:00",112,"98.38",1257.8,192,4875.9,-192
"2025-12-19","19:30",105.26,"92.45",1245.8,210.9,4716,-210.9
"2025-12-19","20:00",99,"86.96",1109.1,101.5,4672.9,-101.5
"2025-12-19","20:30",95.66,"84.02",1052.2,70,4609.8,-70
"2025-12-19","21:00",89.96,"79.02",1008,57.6,4497.5,-57.6
"2025-12-19","21:30",89.96,"79.02",1033.6,136.5,4327.8,-136.5
"2025-12-19","22:00",87.22,"76.61",930,39.9,4144.7,-39.9
"2025-12-19","22:30",84.5,"74.22",913.6,-79.8,4239.5,79.8
