Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-19","23:00",84.5,"73.40",799.6,-11.8,3221.5,11.8
"2025-10-19","23:30",80.56,"69.98",784.9,83.7,3152.6,-83.7
"2025-10-20","00:00",85,"73.84",723.4,81.2,3210.2,-81.2
"2025-10-20","00:30",85.22,"74.03",719.9,90.2,3170.5,-90.2
"2025-10-20","01:00",85,"73.84",799.2,197.8,3151.1,-197.8
"2025-10-20","01:30",85.22,"74.03",753.8,157,3110.3,-157
"2025-10-20","02:00",92.1,"80.00",824.3,198.3,3158.2,-198.3
"2025-10-20","02:30",96.01,"83.40",766.9,143,3087.1,-143
"2025-10-20","03:00",96.01,"83.40",780.4,199.5,3054.7,-199.5
"2025-10-20","03:30",96.01,"83.40",769.8,191.2,3008.9,-191.2
"2025-10-20","04:00",100.2,"87.04",729.9,151.8,2958.9,-151.8
"2025-10-20","04:30",85.22,"74.03",742.8,148,2956.9,-148
"2025-10-20","05:00",83.44,"72.48",690.5,54.7,3024,-54.7
"2025-10-20","05:30",87.85,"76.31",696,30.4,3063.8,-30.4
"2025-10-20","06:00",104.75,"90.99",813.4,79.6,3366.1,-79.6
"2025-10-20","06:30",116.16,"100.90",805.9,-24.8,3515,24.8
"2025-10-20","07:00",115.45,"100.29",921.6,-123.9,3978.4,123.9
"2025-10-20","07:30",155,"134.64",1016.7,-232.3,4216,232.3
"2025-10-20","08:00",155.3,"134.90",1104.4,-60.6,4250.4,60.6
"2025-10-20","08:30",194.35,"168.82",1158.6,-142.5,4358.5,142.5
"2025-10-20","09:00",171.4,"148.89",1228.3,-186.4,4460.7,186.4
"2025-10-20","09:30",188.64,"163.86",1217.7,-245.2,4517.5,245.2
"2025-10-20","10:00",175.3,"152.28",1268.8,-271.5,4553.9,271.5
"2025-10-20","10:30",184.19,"160.00",1261.8,-309.8,4600.4,309.8
"2025-10-20","11:00",146.55,"127.30",1238.6,-294.4,4599.8,294.4
"2025-10-20","11:30",137.34,"119.30",1230.8,-297.5,4621.5,297.5
"2025-10-20","12:00",146.78,"127.50",1251.5,-341.7,4676.6,341.7
"2025-10-20","12:30",135,"117.27",1227.6,-332.5,4647.1,332.5
"2025-10-20","13:00",125.5,"109.02",1162,-220.9,4672.1,220.9
"2025-10-20","13:30",124.55,"108.19",1142.3,-200.7,4704.5,200.7
"2025-10-20","14:00",115,"99.90",1133.5,-261.7,4756.9,261.7
"2025-10-20","14:30",112.1,"97.38",1125.4,-257.8,4737.9,257.8
"2025-10-20","15:00",112.07,"97.35",1167.3,-215.2,4642.5,215.2
"2025-10-20","15:30",125.5,"109.02",1173.5,-316,4677.7,316
"2025-10-20","16:00",127.01,"110.33",1187.4,-213.4,4533.5,213.4
"2025-10-20","16:30",159.92,"138.92",1200.1,-293.4,4507.8,293.4
"2025-10-20","17:00",156.22,"135.70",1160.7,-148.3,4475.8,148.3
"2025-10-20","17:30",205.5,"178.51",1143.2,-177.6,4376.9,177.6
"2025-10-20","18:00",178.44,"155.00",1162.3,-83.6,4371.7,83.6
"2025-10-20","18:30",191,"165.91",1170.8,-118.3,4402.9,118.3
"2025-10-20","19:00",199,"172.86",1163.7,-181.2,4422.9,181.2
"2025-10-20","19:30",175,"152.02",1137.1,-55.3,4286.5,55.3
"2025-10-20","20:00",165,"143.33",1062.4,-84.4,4170.1,84.4
"2025-10-20","20:30",141.71,"123.10",1049.6,19.7,4105.7,-19.7
"2025-10-20","21:00",130.33,"113.21",1011.7,-344,4204.3,344
"2025-10-20","21:30",107.28,"93.19",948.6,-273.8,4075.1,273.8
"2025-10-20","22:00",100.45,"87.26",854.6,-244,3862.5,244
"2025-10-20","22:30",93.27,"81.02",817.6,-255,3746.9,255.1
