Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-11-01","23:00",120.4,"105.58",1155.1,446.9,3413.5,-446.9
"2025-11-01","23:30",115,"100.84",1195.1,530.4,3344,-530.4
"2025-11-02","00:00",115,"100.84",1072.6,446.7,3264.7,-446.7
"2025-11-02","00:30",95.88,"84.08",1085.2,475.4,3238.2,-475.4
"2025-11-02","01:00",77.55,"68.00",963.2,330.5,3112.9,-330.5
"2025-11-02","01:30",74.6,"65.42",1035.2,412.1,3056.7,-412.1
"2025-11-02","02:00",87.4,"76.64",983,369.4,3129.1,-369.4
"2025-11-02","02:30",85,"74.54",1055.7,453.6,3091.2,-453.6
"2025-11-02","03:00",74.66,"65.47",980.8,386.2,3040.5,-386.2
"2025-11-02","03:30",66.05,"57.92",1004,413.5,3030.6,-413.5
"2025-11-02","04:00",65.67,"57.59",931.9,342.6,3013,-342.6
"2025-11-02","04:30",59.34,"52.03",946,359,2973.1,-359
"2025-11-02","05:00",57,"49.98",951.9,350.6,3004.8,-350.6
"2025-11-02","05:30",57,"49.98",960,352.4,3017.2,-352.4
"2025-11-02","06:00",58.8,"51.56",1009.1,369.4,3035.8,-369.4
"2025-11-02","06:30",63,"55.24",991.9,331.8,3084.4,-331.8
"2025-11-02","07:00",66.14,"58.00",1009.2,325.1,3070.1,-325.1
"2025-11-02","07:30",70.89,"62.16",1011.7,289.4,3084,-289.4
"2025-11-02","08:00",69.63,"61.06",1139.7,378.7,3230.5,-378.7
"2025-11-02","08:30",75.27,"66.00",1144.1,324.2,3338.1,-324.2
"2025-11-02","09:00",78.4,"68.75",1236.5,387.5,3536.4,-387.5
"2025-11-02","09:30",78.41,"68.76",1200.8,303.6,3603.8,-303.6
"2025-11-02","10:00",72,"63.14",1276.6,378.2,3669,-378.2
"2025-11-02","10:30",70,"61.38",1221.1,312,3733.8,-312
"2025-11-02","11:00",61.6,"54.02",1244.1,315.4,3800.1,-315.4
"2025-11-02","11:30",65.33,"57.29",1234.4,306.8,3902.1,-306.8
"2025-11-02","12:00",62,"54.37",1282.1,343.6,3943.9,-343.6
"2025-11-02","12:30",65,"57.00",1212.4,255.9,3912.7,-255.9
"2025-11-02","13:00",68.42,"60.00",1205.5,261.2,3889.9,-261.2
"2025-11-02","13:30",68.42,"60.00",1179.1,242.8,3795.3,-242.8
"2025-11-02","14:00",85,"74.54",1165.1,224.9,3728.8,-224.9
"2025-11-02","14:30",88.72,"77.80",1178.6,241.6,3707.4,-241.6
"2025-11-02","15:00",100.81,"88.40",1216.3,285.7,3717.7,-285.7
"2025-11-02","15:30",115,"100.84",1135.2,186.6,3731.2,-186.6
"2025-11-02","16:00",128,"112.24",1205.6,205.4,3789.5,-205.4
"2025-11-02","16:30",135.71,"119.00",1076.1,40.8,3845.3,-40.8
"2025-11-02","17:00",131.71,"115.49",1144.6,70.8,4039.2,-70.8
"2025-11-02","17:30",131,"114.87",1155.6,57.4,4091.8,-57.4
"2025-11-02","18:00",121.91,"106.90",1113.1,41.8,4086.3,-41.8
"2025-11-02","18:30",112.28,"98.46",1123.3,110.4,4004,-110.4
"2025-11-02","19:00",100.31,"87.96",1040.3,32.9,3937.6,-32.9
"2025-11-02","19:30",95.97,"84.15",1130,160.2,3909,-160.2
"2025-11-02","20:00",90.82,"79.64",953.5,-19.8,3910,19.8
"2025-11-02","20:30",88,"77.17",993.4,90,3825.5,-90
"2025-11-02","21:00",75.8,"66.47",901.7,-3,3749.4,3
"2025-11-02","21:30",72.99,"64.00",980.2,36.3,3617.8,-36.3
"2025-11-02","22:00",48.62,"42.63",964.7,-152.1,3637.8,152.1
"2025-11-02","22:30",43.34,"38.00",994.6,-162.3,3765.4,162.3
