Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-10-05","23:00",34.69,"30.25",1152.7,493.4,3080.6,-493.4
"2025-10-05","23:30",30.4,"26.51",1141.3,517.4,3037.7,-517.4
"2025-10-06","00:00",26.38,"23.00",1080.6,503.5,3080.4,-503.5
"2025-10-06","00:30",24.77,"21.60",1072.4,507.4,3073.4,-507.4
"2025-10-06","01:00",24.17,"21.07",1108.5,564.1,3101.4,-564.1
"2025-10-06","01:30",22.94,"20.00",1136.3,597.9,3074.9,-597.9
"2025-10-06","02:00",24.73,"21.56",1172.4,611.7,3096.1,-611.7
"2025-10-06","02:30",24.15,"21.06",1140.1,584.9,3048.8,-584.9
"2025-10-06","03:00",25.3,"22.06",1162.4,608.4,3057.4,-608.4
"2025-10-06","03:30",25.3,"22.06",1049.3,500.6,3016.6,-500.6
"2025-10-06","04:00",32.17,"28.05",1002.4,461.5,2880.7,-461.5
"2025-10-06","04:30",34.56,"30.13",985,428.9,2835.7,-428.9
"2025-10-06","05:00",65,"56.67",1082.8,526.1,2922.1,-526.1
"2025-10-06","05:30",69.38,"60.49",1094.3,510.4,2941.5,-510.4
"2025-10-06","06:00",106.01,"92.43",1209.6,555.5,3200.3,-555.5
"2025-10-06","06:30",112.4,"98.00",1168.5,455.2,3317.2,-455.2
"2025-10-06","07:00",116.65,"101.71",1249.6,451.9,3478.3,-451.9
"2025-10-06","07:30",128.22,"111.80",1289,412.9,3633.3,-412.9
"2025-10-06","08:00",158.39,"138.10",1442.6,480.8,3809.7,-480.8
"2025-10-06","08:30",159.28,"138.88",1477.4,464.4,3856.8,-464.4
"2025-10-06","09:00",315.4,"275.00",1515.7,487.3,3844.5,-487.3
"2025-10-06","09:30",183.92,"160.36",1524.3,495.1,3885.1,-495.1
"2025-10-06","10:00",139.6,"121.72",1454.7,421.5,3885.9,-421.5
"2025-10-06","10:30",99.3,"86.58",1492.1,460.7,3925.8,-460.7
"2025-10-06","11:00",88.43,"77.10",1488.8,456.9,3953.5,-456.9
"2025-10-06","11:30",84.22,"73.43",1464.1,440.2,3985.4,-440.2
"2025-10-06","12:00",83.52,"72.82",1417.2,402.2,3957.3,-402.2
"2025-10-06","12:30",78.8,"68.71",1373.7,379.6,3927.6,-379.6
"2025-10-06","13:00",79.34,"69.18",1345.8,362.2,3913.2,-362.2
"2025-10-06","13:30",79.15,"69.01",1267,293.4,3873,-293.4
"2025-10-06","14:00",84.02,"73.26",1286.9,332.5,3877.9,-332.5
"2025-10-06","14:30",84.07,"73.30",1221,285.7,3861.1,-285.7
"2025-10-06","15:00",92.71,"80.84",1249.3,318.4,3779,-318.4
"2025-10-06","15:30",95.19,"83.00",1265,331,3835.6,-331
"2025-10-06","16:00",100.76,"87.85",1352.8,409.2,3832.9,-409.2
"2025-10-06","16:30",103.69,"90.41",1300.7,346.9,3808.5,-346.9
"2025-10-06","17:00",124.77,"108.79",1376.2,432.3,3923.2,-432.3
"2025-10-06","17:30",124.77,"108.79",1315.3,367,3946.6,-367
"2025-10-06","18:00",141.27,"123.18",1308,361.2,3939.7,-361.2
"2025-10-06","18:30",143.73,"125.32",1365.2,419,3910.2,-419
"2025-10-06","19:00",139.23,"121.40",1334.1,369.8,3929.4,-369.8
"2025-10-06","19:30",136.8,"119.28",1318.9,369.4,3910.2,-369.4
"2025-10-06","20:00",110.81,"96.62",1255.4,330.9,3771.2,-330.9
"2025-10-06","20:30",108.02,"94.18",1276.1,395.7,3706.3,-395.7
"2025-10-06","21:00",104,"90.68",1362.1,504,3693.6,-504
"2025-10-06","21:30",97.26,"84.80",1315.9,515.7,3580.4,-515.7
"2025-10-06","22:00",93.83,"81.81",1132.2,353.2,3493.7,-353.2
"2025-10-06","22:30",90.87,"79.23",1115.7,387,3478.3,-387
