Date,Time,EUR,GBP,NI Volume (MWh),NI Net position (MWh),ROI Volume (MWh),ROI Net position (MWh)
"2025-12-26","23:00",104.49,"91.19",1028.2,322.2,3581.2,-322.2
"2025-12-26","23:30",102.03,"89.04",940.7,303.2,3559.2,-303.2
"2025-12-27","00:00",103.98,"90.74",954.7,321.4,3682.1,-321.4
"2025-12-27","00:30",103.13,"90.00",919.3,295.6,3562.7,-295.6
"2025-12-27","01:00",97.93,"85.46",901.3,224,3475,-224
"2025-12-27","01:30",97,"84.65",859.6,198.7,3382.3,-198.7
"2025-12-27","02:00",91.3,"79.68",815.7,160.1,3464.5,-160.1
"2025-12-27","02:30",91.23,"79.61",786.1,106.1,3442.8,-106.1
"2025-12-27","03:00",89.68,"78.26",894,256.7,3505.1,-256.7
"2025-12-27","03:30",89.68,"78.26",925.5,306.3,3446.9,-306.3
"2025-12-27","04:00",87.09,"76.00",958.1,337.1,3601.8,-337.1
"2025-12-27","04:30",86.3,"75.31",936.1,323.2,3553,-323.2
"2025-12-27","05:00",83.65,"73.00",1007.2,389.2,3511.3,-389.2
"2025-12-27","05:30",83.65,"73.00",997.9,375.4,3525.2,-375.4
"2025-12-27","06:00",84.8,"74.00",1047.9,377.4,3582.3,-377.4
"2025-12-27","06:30",85.18,"74.33",1027.4,317.2,3655.9,-317.2
"2025-12-27","07:00",91.92,"80.22",996.3,238.7,3604.5,-238.7
"2025-12-27","07:30",94.01,"82.04",1029.6,216.9,3695.4,-216.9
"2025-12-27","08:00",95,"82.90",1077.7,226.4,3724.3,-226.4
"2025-12-27","08:30",92.82,"81.00",1017.4,129.1,3883.6,-129.1
"2025-12-27","09:00",92.53,"80.75",958.6,16.6,4046.7,-16.6
"2025-12-27","09:30",92.84,"81.02",1006.8,32.2,4142.1,-32.2
"2025-12-27","10:00",96.55,"84.26",1045.7,57.7,4262.6,-57.7
"2025-12-27","10:30",96.55,"84.26",1065.8,93.3,4288.5,-93.3
"2025-12-27","11:00",92.58,"80.79",1060.9,87.2,4305.8,-87.2
"2025-12-27","11:30",93.82,"81.87",1086.6,121,4339.7,-121
"2025-12-27","12:00",94.24,"82.24",962.1,-32.9,4436.2,32.9
"2025-12-27","12:30",95.11,"83.00",976.4,8.5,4416.8,-8.5
"2025-12-27","13:00",96.2,"83.95",999.8,12,4426.6,-12
"2025-12-27","13:30",96.2,"83.95",981.4,28.4,4382.6,-28.4
"2025-12-27","14:00",96.48,"84.20",997,59.9,4366.9,-59.9
"2025-12-27","14:30",96.77,"84.45",986.9,57.9,4381.5,-57.9
"2025-12-27","15:00",99.07,"86.46",1059.4,-292.9,4606.3,292.9
"2025-12-27","15:30",101,"88.14",1047.7,-213.5,4572.3,213.5
"2025-12-27","16:00",107.09,"93.45",1030.8,-117.4,4605.9,117.4
"2025-12-27","16:30",110.52,"96.45",1045.6,-73,4750.5,73
"2025-12-27","17:00",110.64,"96.55",1061.3,-72.3,4828.1,72.3
"2025-12-27","17:30",110.64,"96.55",1064.8,-77.5,4862.8,77.5
"2025-12-27","18:00",108.52,"94.70",1062.5,-59.4,4703.7,59.4
"2025-12-27","18:30",106.75,"93.16",1023.1,-78,4628.5,78
"2025-12-27","19:00",102.63,"89.56",1012.7,-146,4591.2,146
"2025-12-27","19:30",101.18,"88.30",1021.1,-163.1,4588.5,163.1
"2025-12-27","20:00",94.9,"82.82",1055,-271.1,4576.8,271.1
"2025-12-27","20:30",94.53,"82.49",1022.2,-244.7,4565.3,244.7
"2025-12-27","21:00",92.45,"80.68",953.4,-113.3,4377.7,113.3
"2025-12-27","21:30",91,"79.41",953.4,-155.2,4342,155.2
"2025-12-27","22:00",91,"79.41",919,-98.2,3996.3,98.2
"2025-12-27","22:30",89.09,"77.75",896.9,-125,3944.6,125
